"","SRR5936104","ERR209404","ERR210559","ERR209286","SRR5936117","SRR5946689","SRR5947012","ERR209339","ERR210422","SRR5947029","SRR5947832","SRR5983481","SRR5947060","SRR5935936","ERR210220","SRR5936124","SRR5936229","ERR210569","SRR5947846","SRR5946757","SRR5946883","ERR210495","SRR5936200","SRR5946973","ERR209667","SRR5936084","SRR5936013","SRR5946791","SRR5935889","SRR5946725","SRR5947007","SRR5983408","SRR5946668","SRR5935811","SRR5946891","SRR5983380","ERR209223","SRR5935916","SRR5946995","SRR5935898","SRR5983325","SRR5946927","ERR209693","SRR5946940","SRR5946961","SRR5936031","SRR5935989","SRR5983437","SRR5935752","SRR5946657","SRR5946863","SRR5946862","ERR209096","ERR209069","SRR5935975","SRR5936223","SRR5946946","SRR5936035","SRR5946651","SRR5983270","SRR5935851","SRR5935833","SRR5983391","SRR5947010","ERR209433","SRR5947000","SRR5946608","SRR5983333","SRR5983418","SRR5946892","SRR5946619","SRR5946707","ERR209082","SRR5946818","SRR5983276","SRR5946829","SRR5935920","SRR5936092","SRR5935970","SRR5983277","SRR5936115","ERR209684","ERR209696","SRR5936195","SRR5936191","SRR5946962","SRR5946630","SRR5936077","SRR5936071","SRR5946800","SRR5946880","SRR5935843","SRR5947843","ERR209725","SRR5947830","SRR5935968","SRR5946751","SRR5946723","SRR5946955","ERR209300","ERR209519","ERR209405","SRR5947097","SRR5946905","ERR210591","SRR5983291","ERR210526","SRR5935789","SRR5946737","ERR209694","ERR209440","SRR5983367","SRR5936198","SRR5935941","SRR5946660","SRR5935812","SRR5947057","SRR5983327","ERR209716","ERR209745","SRR5946992","SRR5936079","SRR5936201","ERR209163","ERR210098","SRR5946612","SRR5983301","SRR5935745","SRR5947077","SRR5935771","SRR5935848","SRR5983376","SRR5947040","SRR5947090","SRR5946787","SRR5946985","SRR5946889","SRR5946799","ERR209085","SRR5947050","SRR5983406","SRR5935849","SRR5935958","SRR5983354","SRR5946844","SRR5936114","SRR5936192","SRR5946924","SRR5983403","SRR5947831","SRR5936129","ERR210531","SRR5935965","ERR209403","SRR5935953","SRR5935788","SRR5935985","SRR5946702","SRR5947017","SRR5946959","SRR5946825","SRR5946704","ERR209746","SRR5935813","SRR5946648","ERR209685","SRR5936058","ERR209764","SRR5946797","ERR209071","SRR5935923","SRR5946740","SRR5936111","SRR5946624","SRR5946762","SRR5947815","SRR5946713","SRR5936044","SRR5946845","ERR210598","SRR5946623","SRR5983282","SRR5935981","SRR5935876","SRR5946930","SRR5936197","SRR5946664","ERR209710","SRR5935768","ERR210601","SRR5935781","SRR5983422","SRR5935841"
"Oscillospiraceae_unclassified_SGB15253",0,0.09776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_senegalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04316,0,0.00843,0,0,0,0,0,0,0,0,0,0.00362,0,0,0,0.00239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12003,0,0,0,0,0,0,0,0,0,0,0.03774,0,0,0,0,0.03862,0.12205,0,0,0,0,0,0,0,0,0,0.08231,0,0,0,0,0,0,0.21086,0,0,0,0,0,0,0,0,0,0.00355,0.0104,0,0.0306,0,0,0,0,0,0.00044,0.14009,0,0,0,0.15794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03683,0,0.13562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01385,0,0.01869,0,0,0,0,0,0,0,0,0,0,0,0,0.18806,0,0,0.06441,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium_Marseille_Q4251",0,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0.03268,0,0,0.01572,0.00137,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0.00785,0,0,0,0,0,0,0,0,0,0,0,0,0.01957,0,0.01089,0,0,0,0,0,0,0,0,0,0,0.01413,0,0.03157,0,0,0,0.0097,0,0.02144,0,0,0,0.00535,0,0,0,0,0.00385,0.00142,0,0,0.02123,0,0,0,0,0,0,0.00729,0.03888,0,0,0,0,0,0,0,0.01657,0.04663,0,0,0,0,0,0,0,0,0,0,0,0.00837,0,0,0,0,0,0,0.01251,0,0,0,0,0,0.00281,0,0,0,0,0,0,0,0,0,0,0,0,0.01147,0,0,0,0,0.03096,0,0,0,0,0,0,0,0.03067,0,0.00127,0,0,0,0.16422,0,0.02248,0,0,0,0,0,0.02999,0,0,0,0,0,0,0,0,0.00178,0,0,0,0.02346,0,0.04143,0,0
"GGB51269_SGB5061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06886,0,0,0,0,0,0,0,0,0,0,0.16673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793,0,0,0,0,0,0,0,0,0,0,0,1.96235,0,0,0,0,0,0,0,0,0,0,0
"Faecalibacterium_SGB15346",0.07112,0.08226,0,0.01086,0,0.42752,0.04519,0.00913,0.572,0,0,0.00363,0,0,0,0,0,0,4.94082,0.21776,0,0,0,0,0.35992,2.18885,0.75309,0.21564,0.3118,0.08452,0,0,0,0,1.48398,0.1097,0.24408,0.16386,0,9.85774,0.01541,6.63318,0,0,0,0.53909,0.20892,0.66216,0,0.00896,0,0,0,0,0,0,0.73461,0,0.00804,4.88534,0,0.17215,0,0,0.21981,0.30892,0.13557,0,0.97104,0,0,0,0.72455,0.53431,0.90372,0,0,0,1.60211,0,0.67301,0,0,0.65888,1.14338,0.29327,0,0.12559,0,0,0.55845,0,0,0,0,0,1.44743,0,2.11927,0.13997,0.01836,0.14337,0.28857,2.98297,3.84958,0,0.20767,0,0,0.01296,0.05827,0.04106,0.1833,0,0.75739,0,0,0.00695,0,0,0,0,0,0,0,0,0,0,0,0.77744,0,0,0,0,0.98905,0.30812,2.4629,0,0.9324,0,0,0.35716,0,0.08357,2.54659,0.36133,0,0.71372,0.49844,0,0,0,0.70115,0.05068,0,0,0,0,1.33663,1.36966,0,0,0,0.10531,0,0,0.50777,2.18454,0,0.01451,0.1387,0,1.01348,0,0.41996,0,0,0,0,0,0.10767,0.10228,1.52555,0.66287,0.3113,0.10752,0,0,0.67034,0,0,1.22564,0
"GGB9608_SGB15041",0,0.08668,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0,0.04368,0.00809,0,0,0,0,0.00346,0,0,0,0,0,0.04298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17255,0,0,0,0,0,0,0,0,0,0.01765,0,0,0,0,0.05796,0,0,0,0,0,0,0,0,0,0,0,0,0.17716,0,0,0.01622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_rectale",0.50378,0.38643,0,0.40817,0.25094,5.88842,2.49593,4.32803,1.48571,1.56431,0.04719,1.98909,0,0,0,0,0.24531,2.78336,2.96912,0.22614,0,0.34217,0.03851,0,3.81437,0.08341,0.81416,0.84878,4.0971,0.03293,0.02512,0.41169,27.11958,2.73267,0.55243,0.75028,0.50893,1.85365,0,3.4616,0.35587,0,5.37956,0,0,2.62048,0.10878,0.13134,0,0,0.95259,0,0.97481,0,0.15233,0,1.29424,3.10917,0.69088,0.10816,16.2081,0.64436,0,0,0.7924,2.87274,3.97183,2.64091,1.20539,0,0,10.05343,0.53543,1.08226,0.86609,0,0,9.70895,0.17884,0.28884,0,1.29342,0.10909,1.11843,0.50548,0.26737,0,0.12681,0,2.18247,0.41827,2.65556,0,4.28696,0,0.96921,0.85635,6.21254,13.13121,3.68976,1.12284,0.37033,0.79352,3.4898,0.47871,2.10297,0.3748,0.80731,0,7.96336,2.24993,0.07086,0.64871,0,1.66721,1.09147,1.18383,0.17492,3.49662,0.02255,3.70641,0,1.3358,0.9074,0.62609,1.5924,1.74722,1.76012,9.0982,8.47992,4.60254,0.88772,0.02014,2.04686,1.35717,1.8114,1.20989,0.90533,0.21675,6.81649,4.35681,0.27937,0,2.6058,0.16503,1.74715,0.09077,5.01875,7.72774,4.98002,0,0,2.42877,0.32849,0.01971,0,0.99841,2.06101,6.20944,1.3791,0,2.08796,0.03213,7.64776,0.04357,5.52996,0,0.20527,0,0.01054,6.18047,1.67786,3.82136,0.0536,0.76837,0.49271,0,0,7.83066,0,1.86496,0.53516,0.76332,0.50453,0.1921,0.08336,0,0,2.07522,0,0.99157,0.11384,1.15797
"GGB3128_SGB4141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04389,0,0,0,0,0,0,0,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB34228_SGB53814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579,0,0,0,0,0,0,0,0,0,0.10957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9642_SGB15119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268,0,0,0,0,0.03363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9708_SGB15233",0,0.18876,0,0.03136,0,0,0,0,0,0,0,0,0,0,0.0784,0,0,0,0,0,0,1.7518,0,0,0,0.43154,0,0.02271,0,0,0,0,0,0,0.24855,0,0.00351,0.21447,0,0,0,0,0,0,0,0,0.00775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13143,0,0,0,0.04782,0,0,1.22097,0,0,0,0.02566,0,0.044,0,0,0,0,0,0.13115,0,0,0,0,0.03364,0,0,0,0,0,0,0,0,0,0,0.17797,0,0,0,0.00586,0.20618,0.10156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01445,0,0,0.69616,0,0,0,0,0,0,0,0,0,0.18731,0,0,0,0,0.11634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21675,0.00017,0,0,0,0,0,0,0,0
"Clostridiaceae_bacterium_Marseille_Q4149",0,0,0,0,0,0,0.57454,0,1.26069,0,0,0,0,0,0,0,0.19326,0,0,0.02166,0,5.06201,0,0,0,0,0.00392,0.53525,0,0,0.25846,0,0,0,0,0,0.00556,0,0,0,0,0,0,0,0,0,0.18314,0,0,0,0,0,0,0,0,0,0,0,0,0.00853,0,0.47856,0,0,0,0,0.30052,0,1.67225,0,0,0,0,0,0.27132,0,0,0,0,0,0.49245,0,0,0.00719,0,0,0,0.01964,0,0,0.28133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02075,0,0,0,0.07823,0.00197,0,0,0,0,0,0,0,0,0,0.45186,0,0,0,0,0,0,0,0,0.1566,3.18517,0,0,0,0.00179,0.17936,0,0,0,0,0,0,0,0.30299,0,0,0,0,0.02135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01615,0,0,0,0,0,0,0,0,0,0,0.11034,0,0,0,0.34233,0,0,0,0,0,0,0,0
"GGB33469_SGB15237",0,0.00519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519,0,0,0.00046,0,0,0,0,0,0,0,0.00877,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0.03448,0,0,0,0,0.00099,0,0,0,0,0,0,0,0,0,0,0.05975,0,0.00124,0,0,0,0.06256,0,0.01118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01591,0,0,0,0,0,0,0,0,0,0,0.05349,0,0.01249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367,0,0,0.01772,0,0,0,0,0,0,0.26918,0,0,0,0,0.00901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruthenibacterium_lactatiformans",0.19317,0,0,0,0.82644,0,0.22617,0,0,0,0,0.68659,0,0.07614,0,0,0,0,0.01259,0,0,0.7973,0,0,0.11191,0.05817,0,0,0.08939,0.03646,0,0,0,0,0.00175,0.25234,0,0,1.49254,0,0.00409,0,0.02413,0,0.01868,0.1742,0,0.00395,0,0.68421,0,0.02303,0,0,0.09963,0,0,0.61834,0.04631,0.00254,0,0.00213,0.09866,0.03975,0,0,0,0.00089,0.01883,0,0,0.02978,0,0.00541,0,0.11074,0,0,0.00488,0.06292,0.01537,0,0.03213,0,0.04752,0.01667,0.00482,0,0,0.00331,0,0.06375,0,0,0.54915,0.11156,0,0.06053,0,0,0,0,0,0,0,0,0,0,0.01348,0.07642,0,0.00025,0,0,0,0.57703,0.03244,0.00381,0.13771,0.21147,0,0,0.02418,0,0,0.12281,0.05061,0.08013,0.2797,0.03157,0.42056,1.19236,0,0,0,0.00653,0,0,0.04484,0,0,0.00938,0.13348,0,0,0.00685,0.01064,0,0.03314,0.00731,0,0,0.06285,0,0,0,0,0,0.00514,0.01876,0.22154,0.44802,0.17303,0.00043,0.26675,0,0.03706,0.01313,0,0.01008,0.00801,0.02516,0,0,0.03357,0.00335,0.50668,0,0,0,0.00296,0.01903,0,0,0.00943,0,0,0.82632,0.04286,0.0759,0,0.03509,0
"Bacteroides_nordii",0,0.00624,0,0,0,0,0,0,0,0,0,0.36872,0,0,0,0,0,0,0,0,0,0,0,0,0.00506,0,0.05534,0.05079,0,0.01139,0.06193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50663,0,0.07292,0,0,0,0,0,0,0,0.03304,0,0.28216,0.06552,0.04024,0,0,0.20818,0,0,0,0,0,0,0.00767,0.09752,0,0,0,0.03028,0.05246,0.20461,0,0,0,0,0.02135,0,0,0,0,0,0.56774,0,0,0,0.29166,0,0,0,0,0.0698,0,0.02037,0,0,0,0.006,0,0.03019,0,0.00094,0,0,0.23055,0,0,0,0,0,0.46196,0.0307,0,0,0,0,0,0,0,0.00817,0,0,0.03262,0,0,0,0,0.08988,0,0,0,0.04788,0.02392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01201,0,0,0.05614,0,0,0,0.17903,0,0,0,0,0,0,0,0,0.00096,0,0,0,0,0.00211,0,0.12154,0,0,0,0,0,0.01775,0,0.12744,1.45103,0,0,0,0,0,0,0
"Alistipes_onderdonkii",5.93993,0.02084,0,0.00038,0,2.57071,0.76128,0,1.30431,0.3983,0,0.02745,0,0,0,0,0.0197,1.41582,0,0,0,0,0.27396,0,0.01087,3.92895,0.32533,0.03857,4.79882,0.01386,0.21877,5.17389,0,0,1.01782,0.01409,0,2.60382,0,0,0.04637,0,0.81379,0,0,6.12532,0.10245,0,0,0.02876,0.02459,0,0.0523,0,0.2179,0,6.29827,5.77672,0.26773,0.12297,0,0.03715,3.17134,0,3.31849,0.49725,0.48664,0.16866,2.89355,0,0,0,1.04707,0.11534,0.03881,0,0,0,0.41504,0.85362,0.33618,0.42039,0.03228,1.14323,0.07012,1.23761,0,0.01575,0,0.31766,1.98777,5.26953,0.01652,0.15548,0,0.20451,1.11541,0,0.29145,0.06097,0.00802,0.05437,1.24178,0.26811,0,0.21951,0,0,0,0.0555,0.33865,1.47557,0,0,7.76426,5.92861,1.34407,0.43349,0.52425,1.85768,0.11233,0,0.27575,0,1.06467,2.18103,0,4.62342,0,0.18792,0.07559,0.474,0.16559,0,0.54064,0.09711,0.88598,0,0.35192,0,0,0.00017,3.25789,0.65151,0,3.03085,0.45402,1.35768,0.70548,0,0,0,1.56548,0.02854,0.00029,0.43589,1.18938,0,1.31617,0.58152,0,0.6922,1.47454,2.9471,0,0.09068,0.01427,0,0,0.00336,0,0.40779,0,0.4691,0.80561,0.39468,0,0,0.39705,3.20151,0.68251,0,0.12823,3.55058,0.15158,1.14112,0,0,0.56349,0,0.05917,6.84177,0
"Collinsella_SGB14351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3815_SGB5180",0,0.0195,0,0,0,0,0,0.01987,0,0,0,0,0,0,0,0,0,0,0,0.00129,0,0,0,0,0,0,0,0.01364,0,0,0,0,0,0,0,0.01039,0.00964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03783,0,0,0,0,0,0,0,0,0.0119,0,0,0,0,0,0,0.02085,0,0,0,0,0.08314,0.00227,0,0,0,0.0159,0,0,0,0,0,0.08804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03206,0,0.00723,0,0,0,0,0,0,0,0,0.01335,0,0,0,0,0,0,0,0,0,0,0,0,0.03359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02684,0,0,0,0,0.04221,0,0,0,0,0,0.00441,0,0,0,0,0,0,0.0405,0,0,0.00925,0,0,0,0,0,0,0,0,0,0,0,0,0.02393,0,0,0,0,0,0,0,0,0,0
"Anaerosacchariphilus_sp_NSJ_68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22787,0,0,0,0,0,0.00966,0,0.00835,0.00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171,0,0,0,0,0.00016,0,0,0,0,0.0082,0,0.00659,0,0,0,0,0.01379,0,0.00446,0,0,0,0.02231,0,0,0,0,0,0,0,0,0,0,0,0,0.01232,0,0,0.00179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00947,0,0,0,0,0,0,0.03697,0,0,0.01343,0,0,0,0,0,0,0,0,0,0,0,0.03044,0,0,0,0,0,0,0.03405,0,0,0,0,0.00157,0,0,0,0,0,0,0,0,0.00921,0,0,0,0.01503,0.01635,0,0.00485,0,0,0,0,0.00317,0,0,0,0,0,0,0.16717,0.00394,0,0,0,0,0,0,0,0,0,0
"Dorea_sp_AF24_7LB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14638,0,0,0,0,0,0,0.83997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613,0,0.00839,0,0,0,0,0.11543,0,0,0,0,0,0,0,0,0,0,0,0.00569,0.02293,0,0,0,0,0,0,0,0,0.0746,0,0,0.03323,0,0,0,6e-04,0,0,0.04551,0,0,0,0,0,0,0,0.02763,0,0,0,0,0,0.01679,0,0,0,0,0,0,0,0,0,0,0,0,0.03556,0,0,0,0,0,0.00454,0,0,0,0,0,0,0,0,0,0,0,0.00872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419,0,0.05071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4711_SGB6524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9636_SGB15107",0,0,0,0.40582,0,0,0,0.00347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521,0,0,0,0.66514,0.39868,0,0,0,0,0,0,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06367,0,0,0,0,0,0,0,0,0.00806,0.18678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0,0,0,0,0,0,0,0,0,0,0,0,0.54997,0,0,0,0,0,0,0,0,0,0
"Phocaeicola_sartorii",0,0,0,0.00252,0,0,0,0,0,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333,0,0,0,0,0.00211,0,0,0,0.00071,0.00505,0,0,0,0,0,0.00141,0,0.00288,0,0.00591,0.00053,0,0,0.00114,0,0,0.00101,0,0,0,0,0,0,0,0,0,0,0.00091,0.00347,0.02278,0,0,0.00024,0,0.00783,0,0.00018,0,0,0,0,0,0,0,0.00377,0,0.13979,0.00187,0,0,0,0.00067,0,0.00067,0,0,0.00285,0,0,0,0,0,0,0.0011,0,0.00291,0,0,0.00192,0,0,0,0,0.00109,0.00139,0,0,0.00271,0,0,0,0.00147,0,0.00243,0.00075,0,0,0,0,0,0,0.00186,0,0,0.00108,0,0,0,0,0,0.00027,0.00165,0,0,0,0,0.0025,0,0.00103,0.00017,0,0.00047,0.00079,0,0.00131,0,0,0,0.004,0,0,0.00249,0,0.00088,0,0,0,0.00194,0.00035,0.00115,0.00113,0,0,0,0.00233,0,0,0,0,0,0,0.00384,0.00153,0,0,0,0,0,0,0,0.00492,0,0.0012,0,0,0,0.00206,0.00021
"GGB9302_SGB14263",0,0,0,0.1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09088,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0.00671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10512,0,0,0,0,0.05958,0,0,0,0,0.04428,0,0,0,0,0,0.00487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458,0,0,0,0,0,0,0,0,0,0,0,0,0.35617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20031,0,0,0,0,0,0,0,0,0,0.07587,0,0,0,0,0.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01672,0,0,0,0,0,0,0,0,0,0,0,0,0.00606,0,0,0,0,0,0,0,0,0,0
"GGB52130_SGB14966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676,0,0,0,0,0,0,0,0,0,0.00957,0,0,0.02643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271,0,0,0,0,0.0129,0,0.00268,0,0,0.01326,0,0,0,0,0.01526,0.03934,0.00281,0.00407,0,0,0,0.01112,0,0.00764,0,0,0,0.00037,0,0,0,0,0,0,0,0,0,0,0,0,0.00248,0.00095,0,0.00674,0,0,0.01497,0,0,0,0,0,0,0,0,0,0,0,0,0.06122,0,0,0.01244,0,0,0,0,0,0,0.03292,0,0,0,0,0,0,0,0,0.00013,0.03395,0,0,0,0,0.04142,0,0,0,0,0,0.03514,0,0,0,0,0,0.00054,0,0,0,0,0.01831,0,0,0,0.01298,0,0.00823,0,0,0.05308,0,0.00411,0,0,0,0,0,0,0,0,0,0,0,0,0.00054,0.00145,0,0.0092,0,0.01497,0,0,0,0,0
