"","SRR5935893","SRR5946674","SRR5936212","SRR5936204","SRR5936213","SRR5983300","SRR5947045","SRR5947063","ERR209175","SRR5936081","SRR5947812","ERR209653","SRR5946752","SRR5983436","SRR5947076","SRR5946907","SRR5946714","SRR5935888","SRR5935976","SRR5947102","ERR209187","SRR5983329","SRR5946826","ERR209434","SRR5935971","SRR5935871","SRR5946662","SRR5936139","ERR209697","SRR5936048","SRR5936118"
"Coprococcus_SGB4580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parasutterella_SGB9260",0.0984,0,0,0,0.14192,0.44917,0,0,0,0,0,0,0.00682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04213
"GGB6007_SGB8634",0,0,0,0,0,0,0,0,0,0,0,0.16213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_invisus",0.98349,1.32811,0.35438,0,3.47392,0,0.79023,0.49026,0,0.49611,6.90474,0.91842,0.46861,0.24223,0.45224,0.65396,2.26385,0.56339,0,0.91304,0,0,0,0,0.32716,0,0,0,0.00484,0.5372,0
"GGB79930_SGB6334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79973_SGB14341",0.00414,0,0,0.02651,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium_BX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01823,0,0,0,0,0,0,0,0,0,0
"Alistipes_SGB2313",0,0,0,0,0,0,0,0,0.83143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB1266_SGB1699",0,0,0,0,0,0,0,0,0.63607,0,0,0,0.0185,0,0,0,0,0,0,0,0.07224,0,0,0,0,5.62842,0,0,0,0,0
"GGB4729_SGB6550",0,0,0,0,0,0,0,0,0.56941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprobacillus_cateniformis",0,0,0,0,0,0,0,0,0.42822,0,0,0,0,0,0.03412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3475_SGB4638",0,0,0,0,0,0,0,0,0.08415,0,0,0,0,0,0,0,0,0,0,0,0.07415,0,0,0,0,0,0,0,0,0,0
"Candidatus_Geddesella_stercoravicola",0,0,0,0,0,0,0,0,0.04427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9444_SGB14834",0,0,0,0,0,0,0,0,0.00848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07011,0,0,0,0,0,0
"GGB781_SGB1024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.701,0,0,0,0,0,0,0,0,0,0
"GGB4641_SGB6420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17542,0,0,0,0,0,0,0,0,0,0
"GGB4671_SGB6460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69139,0,0,0,0,0,0,0,0,0,0
"GGB9331_SGB14294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64799,0,0,0,0,0,0,0,0,0,0
"Erysipelotrichaceae_bacterium_7770_A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58272,0,0,0,0,0,0,0,0,0,0
"Bacteroides_pectinophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44128,0,0,0,0,0,0,0,0,0,0
"GGB6123_SGB8767",0,0,0,0,0,0,0,0,0,0,0,0.59287,0,0,0,0,0,0,0,0,0.41337,0,0,0,0,0,0,0,0,0,0
"Oscillospiraceae_unclassified_SGB4196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40618,0,0,0,0,0,0,0,0,0,0
"GGB79666_SGB4173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30042,0,0,0,0,0,0,0,0,0,0
"GGB9285_SGB14238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29892,0,0,0,0,0,0,0,0,0,0
"GGB3176_SGB4193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24655,0,0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_AM41_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13761,0,0,0,0,0,0,0,0,0,0
"GGB79973_SGB14342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12833,0,0,0,0,0,0,0,0,0,0
"Monoglobus_pectinilyticus",0.19103,0.02694,0,0,0,0.06036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18936,0.12059,0,0,0,0,0,0,0,0,0,0
"GGB4703_SGB6510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11433,0,0,0,0,0,0,0,0,0,0
"GGB9276_SGB14228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10403,0,0,0,0,0,0,0,0,0,0
"GGB4588_SGB6347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09817,0,0,0,0,0,0,0,0,0,0
"GGB6567_SGB9277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07814,0,0,0,1.49566,0,0,0,0,0,0
"GGB9289_SGB14244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07676,0,0,0,0,0,0,0,0,0,0
"GGB9687_SGB15191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07482,0,0,0,0,0,0,0,0,0,0
"GGB9073_SGB13994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07171,0,0,0,0,0,0,0,0,0,0
"GGB3185_SGB4208",0,0,0,0,0,0,0,0,0,0,0,0.56885,0,0,0,0,0,0,0,0,0.06345,0,0,0,0,0,0,0,0,0,0
"GGB3281_SGB4335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05767,0,0,0,0,0,0,0,0,0,0
"GGB9047_SGB13950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05448,0,0,0,0,0,0,0,0,0,0
"Faecalicatena_SGB4872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05304,0,0,0,0,0,0,0,0,0,0
"Dielma_fastidiosa",0,0,0,0,0,0.36348,0,0,0,0,0,0,0,0,0,0,0.14903,0.01065,0,0,0.05044,0,0,0,0,0,0,0,0.00855,0,0
"GGB4751_SGB6580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04045,0,0,0,0,0,0,0,0,0,0
"GGB3528_SGB4713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03939,0,0,0,0,0,0,0,0,0,0
"GGB3616_SGB4888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03443,0,0,0,0,0,0,0,0,0,0
"GGB9673_SGB15172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03316,0,0,0,0,0,0,0,0,0,0
"GGB3169_SGB4183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03069,0,0,0,0.20961,0,0,0,0,0,0
"GGB9264_SGB14212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02871,0,0,0,0,0,0,0,0,0,0
"GGB6132_SGB8779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02771,0,0,0,0,0,0,0,0,0,0
"GGB4667_SGB6456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02743,0,0,0,0,0,0,0,0,0,0
"GGB4710_SGB6521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02425,0,0,0,0,0,0,0,0,0,0
"Veillonella_parvula",0,0,0.02156,0,0,0,0.04512,0,0,0,0.1739,0,6.04106,0,0,0,0,3.42835,0,0,0.02071,0.00427,0,0,1.54235,0,0,2.18389,0.00211,0.13439,0
"GGB18456_SGB4146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01233,0,0,0,0,0,0,0,0,0,0
"Alistipes_sp_An66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01188,0,0,0,0,0,0,0,0,0,0
"GGB9701_SGB15218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666,0,0,0,0,0,0,0,0,0,0
"GGB3485_SGB4657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00407,0,0,0,0,0,0,0,0,0,0
"GGB1590_SGB2185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264,0,0,0,0,0,0,0,0,0,0
"GGB41213_SGB14111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203,0,0,0,0,0,0,0,0,0,0
"GGB1109_SGB1423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arthrobacter_SGB1587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia_SGB4958",0,0,0,0,0,0,0,0,0,0,0,0.00049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9093_SGB14024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB58714_SGB5072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_SGB6173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_parasanguinis",0,0,0,0,0,0,0,0,0,0,0,0.03464,0,0,0,0,0,0,0,0,0,0,0,0,0.15671,0,0,0,0,0,0
"Prevotella_SGB1635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_dispar",0,0,0.05718,0,0,0,0.05558,0,0,0,0.05703,0,1.67051,0,0,0,0,0,0,0,0,0,0,0,2.21496,0,0,0,0,0,0
"GGB3341_SGB4420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillospiraceae_unclassified_SGB15252",0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0,0,0,0,0,0.17375,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9266_SGB14215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07231,0,0,0,0,0,0
"GGB9065_SGB13984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia_sp_AM16_25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9593_SGB15015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0,0,0,0,0,0
"GGB4687_SGB6484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9132_SGB14066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9677_SGB15179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9746_SGB15352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79700_SGB6477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3160_SGB4364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4583_SGB2237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6123_SGB8768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9211_SGB14151",0,0,0,0.22187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6592_SGB9320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4638_SGB6417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB5978_SGB8595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4673_SGB6462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9146_SGB14080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9071_SGB13990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6568_SGB9279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Puniceicoccaceae_unclassified_SGB15388",0,0,0,0,0,0,0,0,0,0,0,0.00534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4640_SGB6419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9287_SGB14242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6569_SGB13951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB1689_SGB2321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_SGB2310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9508_SGB14905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillospiraceae_bacterium_BX1",0,0,0,0,0,0,0,0,0,0,0,0.01116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059
"GGB13402_SGB14203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9161_SGB14099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3160_SGB4174",0,0,0,0,0,0,0,0,0,0,0,0.01882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB34540_SGB54300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3141_SGB4154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus_porcorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3321_SGB4396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4642_SGB6422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6126_SGB8772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9170_SGB14108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB6580_SGB9301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_timonensis",0,0,0,0,0,0,0,0,0,0,0,0.10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9279_SGB14232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luxibacter_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79828_SGB14190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9540_SGB14943",0,0,0,0,0,0,0,0,0,0,0,0.00102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Puniceicoccaceae_bacterium_Marseille_Q1082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9111_SGB14044",0,0,0,0,0,0.22706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3226_SGB4260",0,0,0,0,0,0,0,0,0,0,0,1.58156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9328_SGB14291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB52930_SGB73859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9790_SGB15413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium_faecium",0,0,0,3.49079,0,0.40013,0,0,0,0,0,1.38135,0,0,0,0,0,0,0,0,0,4.32995,0,0,0,1.84943,0,0,2.05726,0,0.43231
"GGB3818_SGB5183",0,0,0,0.02678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814,0,0,0,0,0,0,0,0,0
"Bifidobacterium_catenulatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiales_bacterium_NSJ_32",0,0.00081,0,0,0,0.00457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855,0,0.00463,0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_NSJ_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05177,0,0
"Dysosmobacter_sp_NSJ_60",0.15206,0.04628,0,0.00959,0.12938,0.0207,0,0,0,0.08367,0,0.02325,0,0,0,0.07257,0.06743,0,0.0094,0,0,0.0401,0,0,0,0,0,0,0,0,0
"Clostridiales_bacterium_VE202_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eisenbergiella_massiliensis",0,0.03322,0.00098,0,0,0,0,0,0,0,5.01639,0,0,0,0,0.42918,0,0,0,0.23753,0,0,0,0,0,0,0,0,0.01386,0,0.0192
"GGB3524_SGB4704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Merdibacter_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9523_SGB14922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34359,0,0,0.05796,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB71368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4661_SGB6449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Allochristensenella_caecavium",0,0,0,0,0,0,0,0,0,0,0,0.00595,0,0,0,0,0,0,0,0,0,0.00189,0,0,0,0,0,0,0,0,0
"Bifidobacterium_angulatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adlercreutzia_equolifaciens",0,0,0,0.00931,0,0,0,0,0,0,0,0.06881,0,0,0,0,0,0.09746,0,0,0,0,0,0,0,0,0,0,0,0,0.08527
"Christensenella_hongkongensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rheinheimera_SGB14999",0.03123,0,0,0,0.01245,0,0,0,0,0,0,0.01335,0,0,0,0,0.14019,0,0,0,0,0,0,0.00295,0,0,0,0,0,0,0
"Klebsiella_pneumoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01146,0,0,0.00797,0,0,0,0,0,0,0,0,4.55243,0,0,0.03017,0
"GGB4694_SGB6493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79676_SGB1953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9209_SGB14148",0,0,0.02062,0,0,0,0.08819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_faecis",0,0,1.83895,1.3254,0,0.00188,2.08448,0,0,0,0,0.27688,0,0,0,0,10.56728,0,0,0,0,1.05077,0,0,0,0,0,0,0.87439,0,0.93337
"GGB9061_SGB13978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4596_SGB6358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3585_SGB4803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3474_SGB4637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139,0,0,0,0,0,0
"GGB9092_SGB14022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Achromobacter_SGB14223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxalobacter_formigenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera_sp_NM10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9637_SGB15111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB1418_SGB1954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9299_SGB14260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4745_SGB6570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08806
"GGB4695_SGB6494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Limosilactobacillus_mucosae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB74665_SGB13974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3287_SGB4341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Woodwardibium_gallinarum",0,0,0,0,0,0.20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9531_SGB14932",0,0,0.03373,0.00574,0,0.0263,0.06256,0,0,0,0,0.01909,0,0,0,0,0,0,0.03665,0,0,0,0,0,0,0,0,0,0,0,0.16131
"GGB51441_SGB71759",0,0,0,0,0,0,0,0,0,0,0,0.00637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9110_SGB14043",0,0,0,0,0,0,0,0,0,0,0,0.00366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB9057_SGB13967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB74477_SGB47336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium_NSJ_46",0,0,0,0,0,0,0,0,0,0,0,0.00246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_bovis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94818,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_saudiense",0,0,0,0,0,0,0,0,0,0,0,0,0.00857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4653_SGB6440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB1551_SGB2136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB4456_SGB6141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0,0.00032,0,0,0,0,0,0
"GGB4658_SGB6445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3139_SGB4152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3491_SGB4665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_atypica",0,0,0,0,0,0,0.06345,0,0,0,0,0,4.75079,0,0,0,0,0,0,0,0,0,0,0,0.74629,0,0,0,0,0,0
