EC_number 	 Annotation 	 GOterm
EC:1.5.1.26 	" beta-alanopine dehydrogenase activity "	GO:47697
EC:1.5.1.27 	" 1,2-dehydroreticulinium reductase (NADPH) activity "	GO:47128
EC:1.5.1.28 	" opine dehydrogenase activity "	GO:47129
EC:1.5.1.3 	" dihydrofolate reductase activity "	GO:4146
EC:1.5.1.30 	" riboflavin reductase (NADPH) activity "	GO:42602
EC:1.5.1.31 	" berberine reductase activity "	GO:50623
EC:1.5.1.32 	" vomilenine reductase activity "	GO:50624
EC:1.5.1.33 	" pteridine reductase activity "	GO:47040
EC:1.5.1.34 	" 6,7-dihydropteridine reductase activity "	GO:4155
EC:1.5.1.36 	" flavin reductase (NADH) activity "	GO:36382
EC:1.5.1.38 	" FMN reductase (NADPH) activity "	GO:52873
EC:1.5.1.39 	" FMN reductase (NAD(P)H) activity "	GO:8752
EC:1.5.1.41 	" riboflavin reductase (NAD(P)H) activity "	GO:52875
EC:1.5.1.42 	" FMN reductase (NADH) activity "	GO:52874
EC:1.5.1.53 	" methylenetetrahydrofolate reductase (NADPH) activity "	GO:106313
EC:1.5.1.54 	" methylenetetrahydrofolate reductase (NADH) activity "	GO:106312
EC:1.5.1.6 	" formyltetrahydrofolate dehydrogenase activity "	GO:16155
EC:1.5.1.7 	" saccharopine dehydrogenase (NAD+, L-lysine-forming) activity "	GO:4754
EC:1.5.1.8 	" saccharopine dehydrogenase (NADP+, L-lysine-forming) activity "	GO:47130
EC:1.5.1.9 	" saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity "	GO:47131
EC:1.5.3.- 	" oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor "	GO:16647
EC:1.5.3.1 	" sarcosine oxidase activity "	GO:8115
EC:1.5.3.10 	" dimethylglycine oxidase activity "	GO:47866
EC:1.5.3.12 	" dihydrobenzophenanthridine oxidase activity "	GO:47132
EC:1.5.3.15 	" N8-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity "	GO:52897
EC:1.5.3.19 	" 4-methylaminobutyrate oxidase (demethylating) activity "	GO:102317
EC:1.5.3.2 	" N-methyl-L-amino-acid oxidase activity "	GO:50131
EC:1.5.3.4 	" N6-methyl-lysine oxidase activity "	GO:50134
EC:1.5.3.5 	" (S)-6-hydroxynicotine oxidase activity "	GO:18531
EC:1.5.3.7 	" L-pipecolate oxidase activity "	GO:50031
EC:1.5.4.- 	" oxidoreductase activity, acting on the CH-NH group of donors, disulfide as acceptor "	GO:16648
EC:1.5.4.1 	" pyrimidodiazepine synthase activity "	GO:4734
EC:1.5.5.- 	" oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor "	GO:16649
EC:1.5.5.1 	" electron-transferring-flavoprotein dehydrogenase activity "	GO:4174
EC:1.5.5.2 	" proline dehydrogenase activity "	GO:4657
EC:1.5.7.- 	" oxidoreductase activity, acting on the CH-NH group of donors, iron-sulfur protein as acceptor "	GO:33694
EC:1.5.7.1 	" methylenetetrahydrofolate reductase (ferredoxin) activity "	GO:33738
EC:1.5.8.- 	" oxidoreductase activity, acting on the CH-NH group of donors, flavin as acceptor "	GO:46997
EC:1.5.8.1 	" dimethylamine dehydrogenase activity "	GO:47133
EC:1.5.8.2 	" trimethylamine dehydrogenase activity "	GO:50470
EC:1.5.8.3 	" sarcosine dehydrogenase activity "	GO:8480
EC:1.5.8.4 	" dimethylglycine dehydrogenase activity "	GO:47865
EC:1.5.98.1 	" methylenetetrahydromethanopterin dehydrogenase activity "	GO:30268
EC:1.5.98.2 	" coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase activity "	GO:18537
EC:1.5.98.3 	" reduced coenzyme F420 dehydrogenase activity "	GO:43738
EC:1.5.99.12 	" cytokinin dehydrogenase activity "	GO:19139
EC:1.5.99.14 	" 6-hydroxypseudooxynicotine dehydrogenase activity "	GO:34909
EC:1.5.99.15 	" dihydromethanopterin reductase activity "	GO:44684
EC:1.5.99.3 	" L-pipecolate dehydrogenase activity "	GO:50030
EC:1.5.99.4 	" nicotine dehydrogenase activity "	GO:18535
EC:1.5.99.5 	" methylglutamate dehydrogenase activity "	GO:50099
EC:1.5.99.6 	" spermidine dehydrogenase activity "	GO:50289
EC:1.6.-.- 	" oxidoreductase activity, acting on NAD(P)H "	GO:16651
EC:1.6.1.- 	" oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor "	GO:16652
EC:1.6.1.2 	" NAD(P)+ transhydrogenase (AB-specific) activity "	GO:8750
EC:1.6.2.- 	" oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor "	GO:16653
EC:1.6.2.2 	" cytochrome-b5 reductase activity, acting on NAD(P)H "	GO:4128
EC:1.6.2.4 	" NADPH-hemoprotein reductase activity "	GO:3958
EC:1.6.2.5 	" NADPH-cytochrome-c2 reductase activity "	GO:15047
EC:1.6.2.6 	" leghemoglobin reductase activity "	GO:15043
EC:1.6.3.- 	" oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor "	GO:50664
EC:1.6.3.1 	" NAD(P)H oxidase H2O2-forming activity "	GO:16174
EC:1.6.5.- 	" oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor "	GO:16655
EC:1.6.5.10 	" NADPH dehydrogenase (quinone) activity "	GO:8753
EC:1.6.5.2 	" NAD(P)H dehydrogenase (quinone) activity "	GO:3955
EC:1.6.5.4 	" monodehydroascorbate reductase (NADH) activity "	GO:16656
EC:1.6.5.5 	" NADPH:quinone reductase activity "	GO:3960
EC:1.6.5.6 	" p-benzoquinone reductase (NADPH) activity "	GO:18541
EC:1.6.5.7 	" 2-hydroxy-1,4-benzoquinone reductase activity "	GO:50625
EC:1.6.5.9 	" NADH:ubiquinone reductase (non-electrogenic) activity "	GO:50136
EC:1.7.-.- 	" oxidoreductase activity, acting on other nitrogenous compounds as donors "	GO:16661
EC:1.7.1.- 	" oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor "	GO:46857
EC:1.7.1.1 	" nitrate reductase (NADH) activity "	GO:9703
EC:1.7.1.10 	" hydroxylamine reductase (NADH) activity "	GO:50460
EC:1.7.1.11 	" 4-(dimethylamino)phenylazoxybenzene reductase activity "	GO:47136
EC:1.7.1.12 	" N-hydroxy-2-acetamidofluorene reductase activity "	GO:47137
EC:1.7.1.13 	" preQ1 synthase activity "	GO:33739
EC:1.7.1.14 	" nitric oxide reductase (NAD(P)H) activity "	GO:102199
EC:1.7.1.15 	" nitrite reductase NADH activity "	GO:106316
EC:1.7.1.16 	" nitrobenzene nitroreductase activity "	GO:18546
EC:1.7.1.2 	" nitrate reductase [NAD(P)H] activity "	GO:50463
EC:1.7.1.3 	" nitrate reductase (NADPH) activity "	GO:50464
EC:1.7.1.4 	" nitrite reductase [NAD(P)H] activity "	GO:8942
EC:1.7.1.5 	" hyponitrite reductase activity "	GO:47999
EC:1.7.1.6 	" azobenzene reductase activity "	GO:50446
EC:1.7.1.7 	" GMP reductase activity "	GO:3920
EC:1.7.1.9 	" nitroquinoline-N-oxide reductase activity "	GO:50465
EC:1.7.2.- 	" oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor "	GO:16662
EC:1.7.2.1 	" nitrite reductase (NO-forming) activity "	GO:50421
EC:1.7.2.2 	" nitrite reductase (cytochrome, ammonia-forming) activity "	GO:42279
EC:1.7.2.4 	" nitrous-oxide reductase activity "	GO:50304
EC:1.7.2.5 	" nitric oxide reductase activity "	GO:16966
EC:1.7.2.8 	" hydroxylamine oxidoreductase activity "	GO:33740
EC:1.7.3.- 	" oxidoreductase activity, acting on other nitrogenous compounds as donors, oxygen as acceptor "	GO:16663
EC:1.7.3.2 	" acetylindoxyl oxidase activity "	GO:47608
EC:1.7.3.3 	" urate oxidase activity "	GO:4846
EC:1.7.3.5 	" 3-aci-nitropropanoate oxidase activity "	GO:47557
EC:1.7.3.6 	" hydroxylamine oxidase activity "	GO:47991
EC:1.7.5.- 	" oxidoreductase activity, acting on other nitrogenous compounds as donors, with a quinone or similar compound as acceptor "	GO:52586
EC:1.7.7.- 	" oxidoreductase activity, acting on other nitrogenous compounds as donors, iron-sulfur protein as acceptor "	GO:16664
EC:1.7.7.1 	" ferredoxin-nitrite reductase activity "	GO:48307
EC:1.7.7.2 	" ferredoxin-nitrate reductase activity "	GO:47889
EC:1.7.99.1 	" hydroxylamine reductase activity "	GO:50418
EC:1.8.-.- 	" oxidoreductase activity, acting on a sulfur group of donors "	GO:16667
EC:1.8.1.- 	" oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor "	GO:16668
EC:1.8.1.10 	" CoA-glutathione reductase (NADPH) activity "	GO:50452
EC:1.8.1.11 	" asparagusate reductase activity "	GO:50445
EC:1.8.1.12 	" trypanothione-disulfide reductase (NADPH) activity "	GO:15042
EC:1.8.1.13 	" bis-gamma-glutamylcystine reductase activity "	GO:47135
EC:1.8.1.14 	" CoA-disulfide reductase (NADPH) activity "	GO:50451
EC:1.8.1.15 	" mycothione reductase activity "	GO:50627
EC:1.8.1.18 	" NADPH:sulfur oxidoreductase activity "	GO:43914
EC:1.8.1.2 	" sulfite reductase (NADPH) activity "	GO:4783
EC:1.8.1.4 	" dihydrolipoyl dehydrogenase activity "	GO:4148
EC:1.8.1.5 	" 2-oxopropyl-CoM reductase (carboxylating) activity "	GO:50628
EC:1.8.1.6 	" cystine reductase activity "	GO:50456
EC:1.8.1.7 	" glutathione-disulfide reductase (NADPH) activity "	GO:4362
EC:1.8.1.8 	" protein-disulfide reductase (NAD(P)H) activity "	GO:47134
EC:1.8.1.9 	" thioredoxin-disulfide reductase (NADPH) activity "	GO:4791
EC:1.8.2.- 	" oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor "	GO:16669
EC:1.8.2.1 	" sulfite dehydrogenase activity "	GO:50310
EC:1.8.2.2 	" thiosulfate dehydrogenase activity "	GO:50338
EC:1.8.2.3 	" sulfide dehydrogenase activity "	GO:70225
EC:1.8.3.- 	" oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor "	GO:16670
EC:1.8.3.1 	" sulfite oxidase activity "	GO:8482
EC:1.8.3.2 	" thiol oxidase activity "	GO:16972
EC:1.8.3.3 	" glutathione oxidase activity "	GO:47950
EC:1.8.3.4 	" methanethiol oxidase activity "	GO:18549
EC:1.8.3.5 	" prenylcysteine oxidase activity "	GO:1735
EC:1.8.3.6 	" farnesylcysteine lyase activity "	GO:102149
EC:1.8.3.7 	" formylglycine-generating oxidase activity "	GO:120147
EC:1.8.4.- 	" oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor "	GO:16671
EC:1.8.4.1 	" glutathione-homocystine transhydrogenase activity "	GO:47139
EC:1.8.4.10 	" adenylyl-sulfate reductase (thioredoxin) activity "	GO:43866
EC:1.8.4.11 	" peptide-methionine (S)-S-oxide reductase activity "	GO:8113
EC:1.8.4.12 	" peptide-methionine (R)-S-oxide reductase activity "	GO:33743
EC:1.8.4.13 	" L-methionine:thioredoxin-disulfide S-oxidoreductase activity "	GO:33744
EC:1.8.4.14 	" L-methionine-(R)-S-oxide reductase activity "	GO:33745
EC:1.8.4.2 	" protein-disulfide reductase (glutathione) activity "	GO:19153
EC:1.8.4.3 	" glutathione-CoA-glutathione transhydrogenase activity "	GO:47140
EC:1.8.4.4 	" glutathione-cystine transhydrogenase activity "	GO:47141
EC:1.8.4.7 	" enzyme-thiol transhydrogenase (glutathione-disulfide) activity "	GO:47142
EC:1.8.4.8 	" phosphoadenylyl-sulfate reductase (thioredoxin) activity "	GO:4604
EC:1.8.4.9 	" adenylyl-sulfate reductase (glutathione) activity "	GO:33741
EC:1.8.5.- 	" oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor "	GO:16672
EC:1.8.5.1 	" glutathione dehydrogenase (ascorbate) activity "	GO:45174
EC:1.8.5.2 	" thiosulfate dehydrogenase (quinone) activity "	GO:43831
EC:1.8.5.4 	" sulfide:quinone oxidoreductase activity "	GO:70224
EC:1.8.5.8 	" glutathione-dependent sulfide quinone oxidoreductase activity "	GO:106436
EC:1.8.7.- 	" oxidoreductase activity, acting on a sulfur group of donors, iron-sulfur protein as acceptor "	GO:16673
EC:1.8.7.1 	" sulfite reductase (ferredoxin) activity "	GO:50311
EC:1.8.7.2 	" ferredoxin-thioredoxin reductase activity "	GO:103012
EC:1.8.98.1 	" CoB--CoM heterodisulfide reductase activity "	GO:51912
EC:1.8.98.2 	" sulfiredoxin activity "	GO:32542
EC:1.8.99.2 	" adenylyl-sulfate reductase activity "	GO:9973
EC:1.8.99.5 	" dissimilatory sulfite reductase activity "	GO:18551
EC:1.9.-.- 	" oxidoreductase activity, acting on a heme group of donors "	GO:16675
EC:1.9.6.- 	" oxidoreductase activity, acting on a heme group of donors, nitrogenous group as acceptor "	GO:16677
EC:1.9.6.1 	" nitrate reductase (cytochrome) activity "	GO:50140
EC:1.9.98.1 	" iron-cytochrome-c reductase activity "	GO:47726
EC:1.97.1.1 	" chlorate reductase activity "	GO:47143
EC:1.97.1.2 	" pyrogallol hydroxytransferase activity "	GO:18706
EC:1.97.1.4 	" [formate-C-acetyltransferase]-activating enzyme activity "	GO:43365
EC:1.97.1.9 	" selenate reductase activity "	GO:33797
EC:2.-.-.- 	" transferase activity "	GO:16740
EC:2.1.-.- 	" transferase activity, transferring one-carbon groups "	GO:16741
EC:2.1.1.- 	" methyltransferase activity "	GO:8168
EC:2.1.1.1 	" nicotinamide N-methyltransferase activity "	GO:8112
EC:2.1.1.100 	" protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity "	GO:4671
EC:2.1.1.101 	" macrocin O-methyltransferase activity "	GO:30769
EC:2.1.1.102 	" demethylmacrocin O-methyltransferase activity "	GO:30770
EC:2.1.1.104 	" caffeoyl-CoA O-methyltransferase activity "	GO:42409
EC:2.1.1.105 	" N-benzoyl-4-hydroxyanthranilate 4-O-methyltransferase activity "	GO:30771
EC:2.1.1.106 	" tryptophan 2-C-methyltransferase activity "	GO:30772
EC:2.1.1.107 	" uroporphyrin-III C-methyltransferase activity "	GO:4851
EC:2.1.1.108 	" 6-hydroxymellein O-methyltransferase activity "	GO:30773
EC:2.1.1.109 	" demethylsterigmatocystin 6-O-methyltransferase activity "	GO:47145
EC:2.1.1.11 	" magnesium protoporphyrin IX methyltransferase activity "	GO:46406
EC:2.1.1.110 	" sterigmatocystin 7-O-methyltransferase activity "	GO:47146
EC:2.1.1.111 	" anthranilate N-methyltransferase activity "	GO:30774
EC:2.1.1.112 	" glucuronoxylan 4-O-methyltransferase activity "	GO:30775
EC:2.1.1.113 	" site-specific DNA-methyltransferase (cytosine-N4-specific) activity "	GO:15667
EC:2.1.1.114 	" 3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity "	GO:10420
EC:2.1.1.115 	" (RS)-1-benzyl-1,2,3,4-tetrahydroisoquinoline N-methyltransferase activity "	GO:30776
EC:2.1.1.116 	" 3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase activity "	GO:30784
EC:2.1.1.117 	" (S)-scoulerine 9-O-methyltransferase activity "	GO:30777
EC:2.1.1.118 	" columbamine O-methyltransferase activity "	GO:30778
EC:2.1.1.119 	" 10-hydroxydihydrosanguinarine 10-O-methyltransferase activity "	GO:30779
EC:2.1.1.12 	" methionine S-methyltransferase activity "	GO:30732
EC:2.1.1.120 	" 12-hydroxydihydrochelirubine 12-O-methyltransferase activity "	GO:30780
EC:2.1.1.121 	" 6-O-methylnorlaudanosoline 5'-O-methyltransferase activity "	GO:30781
EC:2.1.1.122 	" (S)-tetrahydroprotoberberine N-methyltransferase activity "	GO:30782
EC:2.1.1.123 	" [cytochrome c]-methionine S-methyltransferase activity "	GO:30783
EC:2.1.1.127 	" [ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity "	GO:30785
EC:2.1.1.128 	" (RS)-norcoclaurine 6-O-methyltransferase activity "	GO:30786
EC:2.1.1.129 	" inositol 4-methyltransferase activity "	GO:30787
EC:2.1.1.13 	" methionine synthase activity "	GO:8705
EC:2.1.1.130 	" precorrin-2 C20-methyltransferase activity "	GO:30788
EC:2.1.1.131 	" precorrin-3B C17-methyltransferase activity "	GO:30789
EC:2.1.1.132 	" precorrin-6Y C5,15-methyltransferase (decarboxylating) activity "	GO:46025
EC:2.1.1.133 	" precorrin-4 C11-methyltransferase activity "	GO:46026
EC:2.1.1.136 	" chlorophenol O-methyltransferase activity "	GO:30790
EC:2.1.1.137 	" arsenite methyltransferase activity "	GO:30791
EC:2.1.1.139 	" 3'-demethylstaurosporine O-methyltransferase activity "	GO:30793
EC:2.1.1.14 	" 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity "	GO:3871
EC:2.1.1.140 	" (S)-coclaurine-N-methyltransferase activity "	GO:30794
EC:2.1.1.141 	" methyl jasmonate methylesterase activity "	GO:30795
EC:2.1.1.142 	" cycloartenol 24-C-methyltransferase activity "	GO:30796
EC:2.1.1.143 	" 24-methylenesterol C-methyltransferase activity "	GO:30797
EC:2.1.1.144 	" trans-aconitate 2-methyltransferase activity "	GO:30798
EC:2.1.1.145 	" trans-aconitate 3-methyltransferase activity "	GO:46547
EC:2.1.1.147 	" corydaline synthase activity "	GO:50631
EC:2.1.1.148 	" thymidylate synthase (FAD) activity "	GO:50797
EC:2.1.1.15 	" fatty acid O-methyltransferase activity "	GO:30733
EC:2.1.1.150 	" isoflavone 7-O-methyltransferase activity "	GO:33800
EC:2.1.1.151 	" cobalt-factor II C20-methyltransferase activity "	GO:43781
EC:2.1.1.152 	" precorrin-6A synthase (deacetylating) activity "	GO:43819
EC:2.1.1.153 	" vitexin 2''-O-rhamnoside 7-O-methyltransferase activity "	GO:33801
EC:2.1.1.154 	" isoliquiritigenin 2'-O-methyltransferase activity "	GO:33802
EC:2.1.1.155 	" kaempferol 4'-O-methyltransferase activity "	GO:33803
EC:2.1.1.156 	" sarcosine N-methyltransferase activity "	GO:52730
EC:2.1.1.16 	" methylene-fatty-acyl-phospholipid synthase activity "	GO:4481
EC:2.1.1.161 	" dimethylglycine N-methyltransferase activity "	GO:52729
EC:2.1.1.164 	" demethylrebeccamycin--D-glucose O-methyltransferase activity "	GO:102082
EC:2.1.1.17 	" phosphatidylethanolamine N-methyltransferase activity "	GO:4608
EC:2.1.1.171 	" 16S rRNA (guanine(966)-N(2))-methyltransferase activity "	GO:52913
EC:2.1.1.172 	" 16S rRNA (guanine(1207)-N(2))-methyltransferase activity "	GO:52914
EC:2.1.1.173 	" 23S rRNA (guanine(2445)-N(2))-methyltransferase activity "	GO:52915
EC:2.1.1.174 	" 23S rRNA (guanine(1835)-N(2))-methyltransferase activity "	GO:52916
EC:2.1.1.18 	" polysaccharide O-methyltransferase activity "	GO:30734
EC:2.1.1.181 	" 23S rRNA (adenine(1618)-N(6))-methyltransferase activity "	GO:52907
EC:2.1.1.182 	" 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity "	GO:52908
EC:2.1.1.183 	" 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity "	GO:52909
EC:2.1.1.184 	" 23S rRNA (adenine(2085)-N(6))-dimethyltransferase activity "	GO:52910
EC:2.1.1.187 	" 23S rRNA (guanine(745)-N(1))-methyltransferase activity "	GO:52911
EC:2.1.1.188 	" 23S rRNA (guanine(748)-N(1))-methyltransferase activity "	GO:52912
EC:2.1.1.19 	" trimethylsulfonium-tetrahydrofolate N-methyltransferase activity "	GO:47147
EC:2.1.1.197 	" malonyl-CoA methyltransferase activity "	GO:102130
EC:2.1.1.2 	" guanidinoacetate N-methyltransferase activity "	GO:30731
EC:2.1.1.20 	" glycine N-methyltransferase activity "	GO:17174
EC:2.1.1.201 	" 2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity "	GO:8425
EC:2.1.1.202 	" tRNA (cytidine-5-)-methyltransferase activity "	GO:16428
EC:2.1.1.206 	" tRNA (cytidine(56)-2'-O)-methyltransferase activity "	GO:106059
EC:2.1.1.21 	" methylamine-glutamate N-methyltransferase activity "	GO:47148
EC:2.1.1.210 	" hydroxyneurosporene-O-methyltransferase activity "	GO:43803
EC:2.1.1.211 	" tRNA(Ser) (uridine(44)-2'-O-)-methyltransferase activity "	GO:141101
EC:2.1.1.212 	" 2,7,4'-trihydroxyisoflavanone-4'-O-methyltransferase activity "	GO:102670
EC:2.1.1.213 	" tRNA (guanine(10)-N2)-dimethyltransferase activity "	GO:160101
EC:2.1.1.214 	" tRNA (guanine(10)-N2)-methyltransferase activity "	GO:160102
EC:2.1.1.215 	" tRNA (guanine(26)-N2/guanine(27)-N2)-dimethyltransferase activity "	GO:160103
EC:2.1.1.216 	" tRNA (guanine(26)-N2)-dimethyltransferase activity "	GO:160104
EC:2.1.1.217 	" tRNA (adenine(22)-N1)-methyltransferase activity "	GO:160105
EC:2.1.1.218 	" tRNA (adenine(9)-N1)-methyltransferase activity "	GO:160106
EC:2.1.1.219 	" tRNA (adenine(57)-N1)/(adenine(58)-N1)-methyltransferase activity "	GO:43827
EC:2.1.1.22 	" carnosine N-methyltransferase activity "	GO:30735
EC:2.1.1.220 	" tRNA (adenine(58)-N1)-methyltransferase activity "	GO:160107
EC:2.1.1.221 	" tRNA (guanosine(9)-N1)-methyltransferase activity "	GO:52905
EC:2.1.1.228 	" tRNA (guanine(37)-N1)-methyltransferase activity "	GO:52906
EC:2.1.1.229 	" tRNA (5-carboxymethyluridine(34)-5-O)-methyltransferase activity "	GO:106335
EC:2.1.1.230 	" 23S rRNA (adenosine(1067)-2'-O)-methyltransferase activity "	GO:30743
EC:2.1.1.231 	" flavanone 4'-O-methyltransferase activity "	GO:102767
EC:2.1.1.232 	" naringenin 7-O-methyltransferase activity "	GO:102766
EC:2.1.1.233 	" protein C-terminal leucine carboxyl O-methyltransferase activity "	GO:18423
EC:2.1.1.238 	" mycinamicin VI 2''-O-methyltransferase activity "	GO:102302
EC:2.1.1.240 	" resveratrol 3,5-O-dimethyltransferase activity "	GO:102303
EC:2.1.1.241 	" TRIBOA-glucoside methyltransferase activity "	GO:102718
EC:2.1.1.244 	" N-terminal protein N-methyltransferase activity "	GO:71885
EC:2.1.1.246 	" [methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase "	GO:1990088
EC:2.1.1.247 	" [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase activity "	GO:43833
EC:2.1.1.248 	" monomethylamine methyltransferase activity "	GO:43852
EC:2.1.1.249 	" dimethylamine methyltransferase activity "	GO:43791
EC:2.1.1.25 	" phenol O-methyltransferase activity "	GO:30736
EC:2.1.1.250 	" trimethylamine methyltransferase activity "	GO:43834
EC:2.1.1.251 	" methylthiol:coenzyme M methyltransferase activity "	GO:44683
EC:2.1.1.256 	" tRNA (guanine(6)-N2)-methyltransferase activity "	GO:160117
EC:2.1.1.258 	" methyltetrahydrofolate:corrinoid/iron-sulfur protein methyltransferase activity "	GO:102036
EC:2.1.1.26 	" iodophenol O-methyltransferase activity "	GO:30737
EC:2.1.1.266 	" 23S rRNA (adenine(2030)-N(6))-methyltransferase activity "	GO:36307
EC:2.1.1.27 	" tyramine N-methyltransferase activity "	GO:30738
EC:2.1.1.270 	" 6a-hydroxymaackiain-3-O-methyltransferase activity "	GO:102671
EC:2.1.1.275 	" gibberellin A9 carboxyl methyltransferase activity "	GO:102117
