"x"
"1" "UNINTEGRATED|g__Absiella.s__Absiella_dolichum"
"6439" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Ruminococcus.s__Ruminococcus_sp_CAG_330"
"6440" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Ruminococcus.s__Ruminococcus_sp_CAG_353"
"6441" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Ruminococcus.s__Ruminococcus_sp_CAG_403"
"6442" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Ruminococcus.s__Ruminococcus_sp_CAG_624"
"6443" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Senegalimassilia.s__Senegalimassilia_anaerobia"
"6444" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_gordonii"
"6445" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_oralis"
"6446" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_parasanguinis"
"6447" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_pneumoniae"
"6448" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_salivarius"
"6449" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_sp_A12"
"6450" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_thermophilus"
"6451" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_vestibularis"
"6452" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Sutterella.s__Sutterella_sp_CAG_351"
"6453" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Veillonella.s__Veillonella_atypica"
"6454" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Veillonella.s__Veillonella_dispar"
"6455" "OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified"
"6456" "ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|g__Citrobacter.s__Citrobacter_freundii"
"6457" "ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|g__Escherichia.s__Escherichia_coli"
"6458" "ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|g__Hafnia.s__Hafnia_paralvei"
"6459" "ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|g__Klebsiella.s__Klebsiella_aerogenes"
"6460" "ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|g__Klebsiella.s__Klebsiella_oxytoca"
"6461" "ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|g__Klebsiella.s__Klebsiella_pneumoniae"
"6462" "ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|unclassified"
"6463" "ORNDEG-PWY: superpathway of ornithine degradation|g__Citrobacter.s__Citrobacter_amalonaticus"
"6464" "ORNDEG-PWY: superpathway of ornithine degradation|g__Citrobacter.s__Citrobacter_braakii"
"6465" "ORNDEG-PWY: superpathway of ornithine degradation|g__Citrobacter.s__Citrobacter_freundii"
"6466" "ORNDEG-PWY: superpathway of ornithine degradation|g__Enterobacter.s__Enterobacter_asburiae"
"6467" "ORNDEG-PWY: superpathway of ornithine degradation|g__Enterobacter.s__Enterobacter_cloacae"
"6468" "ORNDEG-PWY: superpathway of ornithine degradation|g__Escherichia.s__Escherichia_coli"
"6469" "ORNDEG-PWY: superpathway of ornithine degradation|g__Escherichia.s__Escherichia_fergusonii"
"6470" "ORNDEG-PWY: superpathway of ornithine degradation|g__Hafnia.s__Hafnia_paralvei"
"6471" "ORNDEG-PWY: superpathway of ornithine degradation|g__Klebsiella.s__Klebsiella_aerogenes"
"6472" "ORNDEG-PWY: superpathway of ornithine degradation|g__Klebsiella.s__Klebsiella_oxytoca"
"6473" "ORNDEG-PWY: superpathway of ornithine degradation|g__Klebsiella.s__Klebsiella_pneumoniae"
"6474" "ORNDEG-PWY: superpathway of ornithine degradation|g__Kluyvera.s__Kluyvera_ascorbata"
"6475" "ORNDEG-PWY: superpathway of ornithine degradation|g__Kluyvera.s__Kluyvera_cryocrescens"
"6476" "ORNDEG-PWY: superpathway of ornithine degradation|g__Kosakonia.s__Kosakonia_sacchari"
"6477" "ORNDEG-PWY: superpathway of ornithine degradation|g__Leclercia.s__Leclercia_adecarboxylata"
"6478" "ORNDEG-PWY: superpathway of ornithine degradation|unclassified"
"6479" "P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Citrobacter.s__Citrobacter_freundii"
"6480" "P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Enterobacter.s__Enterobacter_cloacae"
"6481" "P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Escherichia.s__Escherichia_coli"
"6482" "P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Klebsiella.s__Klebsiella_oxytoca"
"6483" "P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Klebsiella.s__Klebsiella_pneumoniae"
"6484" "P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Proteus.s__Proteus_mirabilis"
"6485" "P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified"
"6486" "P108-PWY: pyruvate fermentation to propanoate I|g__Escherichia.s__Escherichia_coli"
"6487" "P108-PWY: pyruvate fermentation to propanoate I|g__Klebsiella.s__Klebsiella_michiganensis"
"6488" "P108-PWY: pyruvate fermentation to propanoate I|g__Klebsiella.s__Klebsiella_oxytoca"
"6489" "P108-PWY: pyruvate fermentation to propanoate I|g__Klebsiella.s__Klebsiella_pneumoniae"
"6490" "P108-PWY: pyruvate fermentation to propanoate I|unclassified"
"6491" "P122-PWY: heterolactic fermentation|g__Escherichia.s__Escherichia_coli"
"6492" "P122-PWY: heterolactic fermentation|g__Klebsiella.s__Klebsiella_aerogenes"
"6493" "P122-PWY: heterolactic fermentation|g__Klebsiella.s__Klebsiella_grimontii"
"6494" "P122-PWY: heterolactic fermentation|g__Klebsiella.s__Klebsiella_michiganensis"
"6495" "P122-PWY: heterolactic fermentation|g__Klebsiella.s__Klebsiella_oxytoca"
"6496" "P122-PWY: heterolactic fermentation|g__Klebsiella.s__Klebsiella_pneumoniae"
"6497" "P122-PWY: heterolactic fermentation|g__Klebsiella.s__Klebsiella_quasipneumoniae"
"6498" "P122-PWY: heterolactic fermentation|g__Klebsiella.s__Klebsiella_variicola"
"6499" "P122-PWY: heterolactic fermentation|g__Kluyvera.s__Kluyvera_ascorbata"
"6500" "P122-PWY: heterolactic fermentation|g__Lactobacillus.s__Lactobacillus_salivarius"
"6501" "P122-PWY: heterolactic fermentation|unclassified"
"6502" "P124-PWY: Bifidobacterium shunt|g__Alloscardovia.s__Alloscardovia_omnicolens"
"6503" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_adolescentis"
"6504" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_animalis"
"6505" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_asteroides"
"6506" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_bifidum"
"6507" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_breve"
"6508" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_catenulatum"
"6509" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_dentium"
"6510" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_gallinarum"
"6511" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_longum"
"6512" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum"
"6513" "P124-PWY: Bifidobacterium shunt|g__Bifidobacterium.s__Bifidobacterium_pullorum"
"6514" "P124-PWY: Bifidobacterium shunt|g__Collinsella.s__Collinsella_aerofaciens"
"6515" "P124-PWY: Bifidobacterium shunt|g__Collinsella.s__Collinsella_sp_An7"
"6516" "P124-PWY: Bifidobacterium shunt|g__Collinsella.s__Collinsella_sp_CAG_289"
"6517" "P124-PWY: Bifidobacterium shunt|unclassified"
"6518" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Enterobacter.s__Enterobacter_cloacae"
"6519" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae"
"6520" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Lactococcus.s__Lactococcus_lactis"
"6521" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_australis"
"6522" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_equinus"
"6523" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_gordonii"
"6524" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_mitis"
"6525" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis"
"6526" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_pneumoniae"
"6527" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_salivarius"
"6528" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_sp_A12"
"6529" "P125-PWY: superpathway of (R,R)-butanediol biosynthesis|unclassified"
"6530" "P161-PWY: acetylene degradation (anaerobic)|g__Acinetobacter.s__Acinetobacter_lwoffii"
"6531" "P161-PWY: acetylene degradation (anaerobic)|g__Anaerosporobacter.s__Anaerosporobacter_mobilis"
"6532" "P161-PWY: acetylene degradation (anaerobic)|g__Azospirillum.s__Azospirillum_sp_CAG_260"
"6533" "P161-PWY: acetylene degradation (anaerobic)|g__Bilophila.s__Bilophila_wadsworthia"
"6534" "P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Blautia_hydrogenotrophica"
"6535" "P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Blautia_obeum"
"6536" "P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Blautia_sp"
"6537" "P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Blautia_sp_AF19_10LB"
"6538" "P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Blautia_sp_CAG_257"
"6539" "P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Blautia_wexlerae"
"6540" "P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Ruminococcus_gnavus"
"6541" "P161-PWY: acetylene degradation (anaerobic)|g__Blautia.s__Ruminococcus_torques"
"6542" "P161-PWY: acetylene degradation (anaerobic)|g__Brachyspira.s__Brachyspira_sp_CAG_700"
"6543" "P161-PWY: acetylene degradation (anaerobic)|g__Citrobacter.s__Citrobacter_amalonaticus"
"6544" "P161-PWY: acetylene degradation (anaerobic)|g__Citrobacter.s__Citrobacter_braakii"
"6545" "P161-PWY: acetylene degradation (anaerobic)|g__Citrobacter.s__Citrobacter_freundii"
"6546" "P161-PWY: acetylene degradation (anaerobic)|g__Citrobacter.s__Citrobacter_portucalensis"
"6547" "P161-PWY: acetylene degradation (anaerobic)|g__Citrobacter.s__Citrobacter_youngae"
"6548" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridiales_unclassified.s__Bacteroides_pectinophilus"
"6549" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA"
"6550" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridioides.s__Clostridioides_difficile"
"6551" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_butyricum"
"6552" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_cadaveris"
"6553" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_celatum"
"6554" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_disporicum"
"6555" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_neonatale"
"6556" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_paraputrificum"
"6557" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_perfringens"
"6558" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_7_2_43FAA"
"6559" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_AM22_11AC"
"6560" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_1024"
"6561" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_221"
"6562" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_245"
"6563" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_269"
"6564" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_273"
"6565" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_349"
"6566" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_354"
"6567" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_356"
"6568" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_389"
"6569" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_452"
"6570" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_470"
"6571" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_492"
"6572" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_567"
"6573" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_575"
"6574" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_780"
"6575" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_793"
"6576" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_798"
"6577" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_D5"
"6578" "P161-PWY: acetylene degradation (anaerobic)|g__Clostridium.s__Clostridium_sp_chh4_2"
"6579" "P161-PWY: acetylene degradation (anaerobic)|g__Collinsella.s__Collinsella_aerofaciens"
"6580" "P161-PWY: acetylene degradation (anaerobic)|g__Collinsella.s__Collinsella_intestinalis"
"6581" "P161-PWY: acetylene degradation (anaerobic)|g__Collinsella.s__Collinsella_sp_An7"
"6582" "P161-PWY: acetylene degradation (anaerobic)|g__Collinsella.s__Collinsella_sp_CAG_289"
"6583" "P161-PWY: acetylene degradation (anaerobic)|g__Collinsella.s__Collinsella_stercoris"
"6584" "P161-PWY: acetylene degradation (anaerobic)|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis"
"6585" "P161-PWY: acetylene degradation (anaerobic)|g__Dielma.s__Dielma_fastidiosa"
"6586" "P161-PWY: acetylene degradation (anaerobic)|g__Dorea.s__Dorea_longicatena"
"6587" "P161-PWY: acetylene degradation (anaerobic)|g__Enterobacter.s__Enterobacter_cloacae"
"6588" "P161-PWY: acetylene degradation (anaerobic)|g__Enterococcus.s__Enterococcus_avium"
"6589" "P161-PWY: acetylene degradation (anaerobic)|g__Enterococcus.s__Enterococcus_casseliflavus"
"6590" "P161-PWY: acetylene degradation (anaerobic)|g__Enterococcus.s__Enterococcus_durans"
"6591" "P161-PWY: acetylene degradation (anaerobic)|g__Enterococcus.s__Enterococcus_faecalis"
"6592" "P161-PWY: acetylene degradation (anaerobic)|g__Enterococcus.s__Enterococcus_faecium"
"6593" "P161-PWY: acetylene degradation (anaerobic)|g__Enterococcus.s__Enterococcus_gallinarum"
"6594" "P161-PWY: acetylene degradation (anaerobic)|g__Enterococcus.s__Enterococcus_hirae"
"6595" "P161-PWY: acetylene degradation (anaerobic)|g__Enterococcus.s__Enterococcus_raffinosus"
"6596" "P161-PWY: acetylene degradation (anaerobic)|g__Enterococcus.s__Enterococcus_saccharolyticus"
"6597" "P161-PWY: acetylene degradation (anaerobic)|g__Enterococcus.s__Enterococcus_thailandicus"
"6598" "P161-PWY: acetylene degradation (anaerobic)|g__Escherichia.s__Escherichia_coli"
"6599" "P161-PWY: acetylene degradation (anaerobic)|g__Escherichia.s__Escherichia_fergusonii"
"6600" "P161-PWY: acetylene degradation (anaerobic)|g__Escherichia.s__Escherichia_marmotae"
"6601" "P161-PWY: acetylene degradation (anaerobic)|g__Eubacterium.s__Eubacterium_eligens"
"6602" "P161-PWY: acetylene degradation (anaerobic)|g__Eubacterium.s__Eubacterium_sp_36_13"
"6603" "P161-PWY: acetylene degradation (anaerobic)|g__Eubacterium.s__Eubacterium_sp_CAG_252"
"6604" "P161-PWY: acetylene degradation (anaerobic)|g__Eubacterium.s__Eubacterium_sp_CAG_38"
"6605" "P161-PWY: acetylene degradation (anaerobic)|g__Faecalicatena.s__Faecalicatena_contorta"
"6606" "P161-PWY: acetylene degradation (anaerobic)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_110"
"6607" "P161-PWY: acetylene degradation (anaerobic)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41"
"6608" "P161-PWY: acetylene degradation (anaerobic)|g__Flavonifractor.s__Flavonifractor_plautii"
"6609" "P161-PWY: acetylene degradation (anaerobic)|g__Fusobacterium.s__Fusobacterium_mortiferum"
"6610" "P161-PWY: acetylene degradation (anaerobic)|g__Granulicatella.s__Granulicatella_adiacens"
"6611" "P161-PWY: acetylene degradation (anaerobic)|g__Haemophilus.s__Haemophilus_pittmaniae"
"6612" "P161-PWY: acetylene degradation (anaerobic)|g__Hafnia.s__Hafnia_paralvei"
"6613" "P161-PWY: acetylene degradation (anaerobic)|g__Hungatella.s__Hungatella_effluvii"
"6614" "P161-PWY: acetylene degradation (anaerobic)|g__Hungatella.s__Hungatella_hathewayi"
"6615" "P161-PWY: acetylene degradation (anaerobic)|g__Intestinibacter.s__Intestinibacter_bartlettii"
"6616" "P161-PWY: acetylene degradation (anaerobic)|g__Klebsiella.s__Klebsiella_aerogenes"
"6617" "P161-PWY: acetylene degradation (anaerobic)|g__Klebsiella.s__Klebsiella_grimontii"
"6618" "P161-PWY: acetylene degradation (anaerobic)|g__Klebsiella.s__Klebsiella_michiganensis"
"6619" "P161-PWY: acetylene degradation (anaerobic)|g__Klebsiella.s__Klebsiella_oxytoca"
"6620" "P161-PWY: acetylene degradation (anaerobic)|g__Klebsiella.s__Klebsiella_pneumoniae"
"6621" "P161-PWY: acetylene degradation (anaerobic)|g__Klebsiella.s__Klebsiella_quasipneumoniae"
"6622" "P161-PWY: acetylene degradation (anaerobic)|g__Klebsiella.s__Klebsiella_variicola"
"6623" "P161-PWY: acetylene degradation (anaerobic)|g__Kluyvera.s__Kluyvera_ascorbata"
"6624" "P161-PWY: acetylene degradation (anaerobic)|g__Kluyvera.s__Kluyvera_cryocrescens"
"6625" "P161-PWY: acetylene degradation (anaerobic)|g__Kosakonia.s__Kosakonia_sacchari"
"6626" "P161-PWY: acetylene degradation (anaerobic)|g__Lachnoclostridium.s__Clostridium_aldenense"
"6627" "P161-PWY: acetylene degradation (anaerobic)|g__Lachnoclostridium.s__Clostridium_citroniae"
"6628" "P161-PWY: acetylene degradation (anaerobic)|g__Lachnoclostridium.s__Clostridium_clostridioforme"
"6629" "P161-PWY: acetylene degradation (anaerobic)|g__Lachnoclostridium.s__Clostridium_saccharolyticum"
"6630" "P161-PWY: acetylene degradation (anaerobic)|g__Lachnoclostridium.s__Clostridium_scindens"
"6631" "P161-PWY: acetylene degradation (anaerobic)|g__Lachnoclostridium.s__Clostridium_symbiosum"
"6632" "P161-PWY: acetylene degradation (anaerobic)|g__Lachnoclostridium.s__Lachnoclostridium_sp_An118"
"6633" "P161-PWY: acetylene degradation (anaerobic)|g__Lachnospira.s__Lachnospira_pectinoschiza"
"6634" "P161-PWY: acetylene degradation (anaerobic)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_2_1_46FAA"
"6635" "P161-PWY: acetylene degradation (anaerobic)|g__Lactobacillus.s__Lactobacillus_crispatus"
"6636" "P161-PWY: acetylene degradation (anaerobic)|g__Lactobacillus.s__Lactobacillus_fermentum"
"6637" "P161-PWY: acetylene degradation (anaerobic)|g__Lactobacillus.s__Lactobacillus_jensenii"
"6638" "P161-PWY: acetylene degradation (anaerobic)|g__Lactobacillus.s__Lactobacillus_oris"
"6639" "P161-PWY: acetylene degradation (anaerobic)|g__Lactobacillus.s__Lactobacillus_rhamnosus"
"6640" "P161-PWY: acetylene degradation (anaerobic)|g__Lactobacillus.s__Lactobacillus_sakei"
"6641" "P161-PWY: acetylene degradation (anaerobic)|g__Lactobacillus.s__Lactobacillus_vaginalis"
"6642" "P161-PWY: acetylene degradation (anaerobic)|g__Lactococcus.s__Lactococcus_lactis"
"6643" "P161-PWY: acetylene degradation (anaerobic)|g__Monoglobus.s__Monoglobus_pectinilyticus"
"6644" "P161-PWY: acetylene degradation (anaerobic)|g__Morganella.s__Morganella_morganii"
"6645" "P161-PWY: acetylene degradation (anaerobic)|g__Olsenella.s__Olsenella_sp_An188"
"6646" "P161-PWY: acetylene degradation (anaerobic)|g__Peptostreptococcus.s__Peptostreptococcus_anaerobius"
