"","ERR209782","SRR5983300","SRR5936030","SRR5946907","SRR5946749","SRR5946674","SRR5946714","SRR5946754","SRR5946733","SRR5983268","SRR5946862","SRR5946927","SRR5946968","SRR5947102","SRR5946702","SRR5983270","SRR5946630","SRR5936219","SRR5946963","SRR5983437","SRR5983299","SRR5983400","SRR5935865","SRR5935996","SRR5946962","SRR5946881","SRR5936167","SRR5983391","ERR210422","SRR5935777","SRR5936111","SRR5947080","SRR5935789","SRR5983326","SRR5935898","SRR5983406","SRR5946894","SRR5946716","SRR5983393","SRR5935923","SRR5946685","SRR5947834","SRR5946943","SRR5935904","SRR5935875","SRR5935931","SRR5946627","SRR5983327","SRR5947869","SRR5983446","SRR5936190","SRR5946657","SRR5983284","SRR5935767","SRR5983355","SRR5983291","SRR5936199","ERR209799","SRR5935792","SRR5946892","SRR5983403","SRR5946675","SRR5946799","SRR5947056","SRR5947846","SRR5946873","ERR209764","SRR5947025","SRR5983275","SRR5946961","SRR5983294","SRR5936092","SRR5983297","SRR5947843","SRR5983282","SRR5983264"
"3.4.22.40",4,4,0,1,1,3,1,1,0,7,1,0,1,2,1,3,5,1,0,3,8,3,4,2,4,1,1,1,0,2,0,0,2,7,2,2,2,0,1,0,1,2,1,1,0,2,1,4,2,3,0,3,1,1,1,0,0,2,3,3,3,1,0,0,3,3,5,5,1,4,0,3,4,0,7,4
"3.4.22.51",0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"3.4.24.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3.4.24.28",0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3.4.24.70",4,4,1,0,0,0,1,1,1,6,0,0,0,1,0,4,2,0,3,6,4,3,4,1,3,2,0,0,0,1,1,0,0,6,0,0,0,1,0,1,1,2,0,0,1,2,0,8,2,0,0,1,4,1,2,3,0,1,0,2,3,1,0,0,0,0,1,2,0,0,2,0,0,0,8,2
"3.4.25.1",2,6,0,1,0,1,0,0,3,1,4,2,4,1,0,0,1,0,0,5,1,6,0,0,2,2,0,2,0,0,1,1,0,1,2,0,1,1,2,1,0,4,2,0,2,2,1,2,7,2,0,2,1,0,2,1,1,2,0,2,8,3,0,0,2,2,2,3,0,3,2,6,0,0,0,1
"3.4.25.2",4,0,4,4,4,4,3,1,3,8,4,3,1,3,0,3,3,1,1,3,4,1,5,2,2,2,0,3,0,3,2,0,0,4,0,0,2,0,1,3,3,3,4,1,3,6,2,5,1,2,0,3,2,1,5,1,1,1,3,2,14,0,0,0,5,3,3,2,0,4,1,1,0,2,2,0
"3.4.99.37",38,19,10,11,4,8,11,6,18,42,16,8,15,6,6,16,38,4,6,36,22,18,11,15,17,16,10,14,0,10,8,9,3,17,11,7,7,11,9,11,11,16,17,14,21,13,4,24,29,17,2,15,16,9,12,12,31,15,13,23,39,19,4,0,18,12,33,17,7,29,7,26,20,6,25,8
"3.5.1.1",20,18,6,4,4,9,6,5,4,25,8,5,3,5,4,14,15,0,3,15,17,15,14,3,14,9,3,10,0,5,4,0,5,21,4,4,9,8,17,2,7,4,6,7,15,12,1,28,24,4,4,7,16,4,10,9,10,9,5,7,23,17,3,0,15,8,9,12,2,8,2,7,16,6,20,5
"3.5.1.2",23,12,3,10,4,10,15,8,8,31,9,5,5,5,11,22,21,4,4,24,22,22,22,6,19,19,7,13,0,2,9,4,5,22,5,7,13,7,12,9,5,17,9,7,17,12,6,29,22,13,3,8,19,9,16,14,11,12,12,8,36,12,5,0,22,12,29,15,7,9,7,12,16,9,25,9
"3.5.1.5",0,7,2,3,0,3,3,0,0,6,5,4,1,3,1,4,12,1,0,7,3,3,4,6,1,1,1,2,0,1,2,2,0,3,2,0,1,6,4,1,4,4,3,2,1,4,2,5,5,0,0,1,0,0,0,0,5,6,5,10,8,3,0,0,0,2,8,7,1,6,2,5,0,0,2,0
"3.5.1.10",2,1,0,0,2,1,0,2,0,1,0,0,0,1,0,3,0,0,1,4,1,3,0,0,2,1,1,1,0,1,1,0,2,2,0,0,2,0,2,0,0,0,2,1,2,4,1,4,1,1,0,1,1,1,1,2,1,0,0,0,4,4,0,0,1,2,0,1,0,0,0,1,6,0,4,2
"3.5.1.11",0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,3,1,1,0,1,0,0
"3.5.1.14",4,3,2,1,1,4,7,4,6,8,8,6,4,1,2,6,11,1,2,14,6,3,9,4,0,1,8,2,0,7,1,3,1,14,5,0,2,2,5,11,3,1,4,1,9,5,1,14,10,4,0,3,4,2,9,2,15,4,4,7,7,8,0,0,8,3,5,6,2,12,5,9,0,3,4,2
"3.5.1.19",1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3.5.1.24",14,13,5,7,5,4,5,4,5,30,6,6,11,8,4,11,10,2,5,21,19,6,6,6,15,8,9,7,0,8,9,2,7,9,5,6,3,7,2,8,7,5,7,8,6,4,5,7,15,6,1,4,6,7,7,5,13,12,7,11,24,15,0,0,5,7,28,8,3,11,5,13,4,3,6,3
"3.5.1.25",4,3,2,4,1,1,4,1,4,8,3,3,4,2,3,1,2,2,1,6,1,2,2,5,1,3,3,0,0,1,1,0,0,5,1,1,3,1,1,4,1,1,1,3,1,7,0,7,6,3,0,1,0,1,3,3,8,4,0,2,9,2,0,0,4,1,6,3,1,4,3,5,1,2,3,2
"3.5.1.28",14,4,1,0,3,1,4,3,4,13,3,2,1,1,1,6,6,1,2,9,19,8,8,2,9,3,3,9,0,3,4,1,2,12,2,0,4,3,8,3,4,6,3,3,10,16,1,27,13,6,1,4,16,2,17,7,3,6,9,10,11,12,1,0,12,4,10,6,0,10,3,7,7,5,11,2
"3.5.1.53",1,1,0,1,2,2,1,1,1,8,0,3,2,1,1,5,4,0,0,3,10,4,0,2,2,2,2,0,0,2,3,0,1,5,0,1,1,0,0,2,5,2,3,1,2,1,0,4,2,0,1,2,1,1,1,2,4,6,0,1,8,4,0,0,2,1,4,0,0,1,1,3,2,0,9,1
"3.5.1.87",2,0,0,0,0,0,1,0,4,0,2,0,3,0,0,0,1,0,0,2,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,5,1,0,0,0,1,0,1,0,5,1,0,0,1,0,0,0,0,0,2,2,0,2,1,0,0,2,0,0
"3.5.1.88",13,7,6,7,3,2,9,4,3,14,6,5,7,1,0,8,9,0,4,9,12,6,7,4,8,4,2,7,0,6,6,1,2,9,3,4,4,4,5,1,4,5,2,2,4,6,2,11,7,4,1,6,8,2,4,8,6,4,3,7,14,7,0,0,4,4,14,7,4,7,4,6,5,2,9,2
"3.5.1.92",3,1,2,2,1,1,2,0,0,4,2,2,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,1,0,2,0,0,4,1,1,0,0,1,1,0,0,0,1,2,1,1,0,1,0,0,0,1,1,0,2,1,0,0,1,0,0
"3.5.1.104",3,0,0,0,0,1,0,0,1,0,2,1,2,3,0,0,1,0,0,3,2,2,0,1,2,3,1,1,0,0,1,0,0,1,0,0,0,2,0,0,1,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,0,3,1,2,0,0,1,0
"3.5.1.108",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0
"3.5.1.116",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
"3.5.1.126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.5.2.2",13,4,4,3,1,3,6,0,6,5,6,8,6,2,0,1,7,0,2,10,4,2,3,2,0,10,7,5,0,4,1,1,0,3,2,0,0,4,4,6,3,2,10,0,0,6,2,5,5,5,0,1,3,2,3,1,12,3,8,3,14,7,0,0,3,3,11,6,0,7,5,15,0,2,2,2
"3.5.2.3",21,10,6,2,5,3,8,4,6,19,7,10,20,3,3,5,14,2,1,16,12,10,8,8,7,9,9,5,0,7,3,3,3,9,11,3,5,3,4,4,3,7,8,6,3,7,5,10,13,10,0,3,9,3,4,2,21,9,10,12,20,10,0,0,12,7,24,7,2,12,11,11,4,4,8,0
"3.5.2.6",11,4,2,2,3,3,2,2,3,6,0,3,2,3,0,7,2,0,1,5,6,7,7,2,5,4,3,8,0,2,6,0,3,12,1,1,3,4,5,1,1,9,3,3,5,7,1,11,10,2,0,4,6,1,4,1,2,6,4,3,11,7,1,0,8,4,4,4,1,2,1,4,5,5,7,3
"3.5.2.7",3,2,1,1,1,0,0,1,0,3,2,0,0,0,0,6,3,0,0,2,4,4,3,1,3,1,1,5,0,0,1,0,1,2,1,0,2,1,1,0,0,0,1,1,4,2,0,7,2,1,0,2,2,3,3,1,1,2,3,1,8,3,1,0,2,1,3,1,0,1,0,1,1,1,6,1
"3.5.3.6",11,7,3,1,2,2,6,3,0,11,5,0,0,1,2,7,10,0,0,4,4,5,9,1,3,1,1,5,1,0,2,0,0,2,0,0,4,2,5,0,6,2,3,3,5,3,1,5,7,3,2,2,6,1,1,3,1,7,5,5,14,7,1,0,5,3,10,1,1,4,3,1,5,1,6,7
"3.5.3.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.5.3.12",4,5,0,1,1,0,1,1,1,9,0,6,3,2,2,2,2,1,0,7,3,1,0,5,4,2,0,1,0,0,1,1,1,3,2,2,2,0,1,1,3,2,2,2,4,0,0,1,1,0,0,1,3,0,2,2,3,5,1,3,7,6,0,0,0,2,6,0,0,6,2,3,1,0,6,1
"3.5.4.1",2,0,3,0,0,1,1,0,3,3,2,1,1,0,0,0,1,0,0,1,7,2,0,0,1,3,4,1,0,1,1,0,0,6,0,0,0,0,1,0,0,0,0,1,2,1,0,9,2,2,0,0,1,0,3,0,5,2,1,0,5,0,0,0,4,0,4,0,0,1,2,3,0,1,0,0
"3.5.4.3",10,7,8,4,4,1,3,5,8,16,7,7,3,3,3,5,8,0,0,9,5,4,5,5,4,11,4,6,1,3,4,1,1,5,1,3,4,4,7,4,2,5,7,7,5,9,1,7,6,10,1,3,8,3,8,3,17,3,5,10,19,6,0,0,8,5,9,9,0,10,3,7,7,2,9,3
"3.5.4.4",12,4,6,5,2,3,9,2,5,15,5,3,6,3,1,4,9,0,0,11,11,12,6,7,3,6,5,3,0,5,6,2,1,7,5,1,2,6,3,9,4,2,7,5,4,8,1,12,11,8,1,1,11,2,6,0,11,4,7,11,19,8,1,0,8,3,11,8,0,11,7,12,5,8,12,4
"3.5.4.5",11,9,2,2,3,2,1,4,3,15,8,4,8,2,1,5,9,3,1,12,8,4,5,3,3,3,6,1,0,5,2,1,0,2,3,4,1,3,3,5,3,3,1,4,5,4,1,9,13,3,0,1,11,0,3,5,5,4,5,4,15,7,0,0,10,7,9,7,3,10,5,5,6,1,5,3
"3.5.4.12",9,4,2,4,0,1,3,1,5,9,3,3,5,1,0,3,6,1,1,11,10,2,2,6,2,4,3,3,0,1,9,4,2,6,4,1,0,4,1,4,2,2,4,1,4,2,5,5,4,3,0,1,1,4,3,2,9,7,7,6,10,6,0,0,1,2,13,5,0,5,3,7,2,2,3,1
"3.5.4.13",0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,0,0,0,1,2,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0
"3.5.4.16",16,6,2,5,3,2,3,2,7,19,5,5,10,3,3,9,5,0,3,15,11,8,7,4,6,4,3,4,0,3,5,1,2,7,0,1,4,6,6,2,2,4,5,4,6,9,2,6,13,4,0,4,10,4,2,5,10,11,7,7,16,9,1,0,4,4,19,6,1,6,3,8,3,4,10,3
"3.5.4.19",2,1,0,2,0,1,1,0,1,3,1,3,2,1,0,1,0,0,1,0,1,3,2,1,1,3,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,2,2,1,4,3,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0
"3.5.4.25",4,4,2,1,2,0,3,1,1,3,0,2,6,3,1,5,5,1,0,10,7,4,4,2,4,1,4,3,0,1,3,0,3,4,2,3,0,1,1,2,3,4,2,3,1,3,2,4,3,1,1,2,3,2,3,1,0,5,3,2,6,5,0,0,6,2,2,3,0,4,2,2,4,2,5,2
"3.5.5.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.5.99.2",1,1,0,1,1,0,2,0,0,3,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1
"3.5.99.6",20,12,4,5,5,6,12,4,6,25,16,11,9,4,6,7,15,1,7,15,22,14,22,13,11,11,8,8,1,7,15,2,5,19,6,4,11,3,13,7,5,8,7,5,13,11,2,30,15,5,4,5,17,14,7,10,14,14,14,12,27,19,2,0,9,9,27,11,10,13,4,11,11,8,20,8
"3.5.99.10",10,5,2,5,1,2,4,2,7,21,3,2,5,2,0,5,3,2,3,15,12,3,6,4,5,3,1,4,0,4,6,3,2,9,6,1,1,1,4,1,0,5,3,2,7,1,2,6,6,2,0,1,7,1,5,3,6,4,5,4,13,8,0,0,6,5,11,5,3,3,2,12,4,3,11,1
"3.6.1.1",28,14,7,7,3,7,17,5,12,33,11,13,13,8,5,14,25,4,5,21,19,15,12,9,9,15,9,12,0,8,7,3,4,13,11,7,6,8,9,8,9,5,13,5,12,8,6,26,19,10,1,7,15,4,5,7,21,14,11,17,32,17,1,0,17,10,31,12,2,15,6,11,9,5,15,5
"3.6.1.3",150,95,45,50,35,38,62,30,65,174,55,39,48,40,29,101,103,16,29,138,129,92,102,50,89,71,45,69,1,28,48,20,18,119,34,28,58,40,70,52,45,69,61,41,89,62,23,138,110,56,10,49,105,35,53,62,88,75,79,75,156,124,9,0,91,51,146,108,19,86,43,79,68,33,121,32
"3.6.1.8",9,9,1,0,2,1,1,1,6,8,4,4,3,1,5,7,7,1,1,12,8,5,3,2,7,3,2,3,0,3,2,1,0,6,1,3,5,1,5,4,3,5,2,1,7,4,1,7,6,4,0,1,8,4,1,2,2,4,4,3,8,4,0,0,6,3,11,3,1,6,2,3,4,4,7,3
"3.6.1.9",2,3,0,0,1,0,0,0,2,6,0,1,5,0,1,1,3,0,0,1,4,1,2,2,2,0,2,1,0,1,1,0,1,3,2,1,0,0,2,2,1,0,1,0,1,1,0,6,5,1,1,0,4,1,1,1,8,2,1,3,4,0,0,0,4,2,5,3,0,1,1,4,0,1,5,2
"3.6.1.13",2,1,0,0,0,0,2,0,3,4,0,0,1,0,0,1,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,2,0,3,4,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,3,0,2,1,0,1,1,0,1,0,2,1
"3.6.1.22",2,0,1,0,1,0,1,0,1,4,2,2,1,0,0,1,1,0,1,1,2,2,0,4,2,3,0,1,0,0,0,0,0,3,1,1,0,0,0,1,1,2,0,1,0,2,0,2,3,0,0,0,1,1,2,0,1,2,2,3,2,2,0,0,1,1,0,0,0,2,0,1,2,1,2,0
"3.6.1.23",17,12,6,4,5,7,8,3,7,24,8,2,4,6,5,11,15,2,2,14,14,8,10,4,7,7,5,14,0,3,7,3,2,7,6,2,4,4,8,3,5,10,7,5,8,5,3,15,15,10,5,3,11,4,5,5,8,10,7,10,20,11,2,0,10,6,22,6,5,11,6,9,10,1,12,5
"3.6.1.27",8,6,4,1,2,2,1,0,6,15,4,4,7,2,1,6,8,2,2,5,5,3,4,3,5,7,6,7,0,5,4,0,1,4,3,1,2,4,5,5,1,3,4,2,7,2,3,7,7,3,1,3,7,4,4,5,12,6,5,7,9,5,0,0,8,2,15,7,3,7,5,7,3,3,5,1
"3.6.1.31",4,4,1,1,0,1,4,2,3,7,4,3,3,2,0,3,5,1,0,4,4,4,2,2,2,2,3,4,0,1,2,3,0,1,5,0,0,2,2,4,1,3,4,1,4,0,1,1,3,2,0,1,1,1,2,3,2,1,6,1,7,3,0,0,6,2,7,6,1,3,4,5,2,1,3,1
"3.6.1.66",3,3,2,0,0,0,2,1,0,3,1,1,1,1,1,2,2,0,2,4,6,3,2,0,1,3,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,0,1,1,0,3,0,1,0,2,5,0,2,2,2,1,3,3,1,1,0,0,5,0,3,1,1,3,0,0,0,0,0,1
"3.6.4.6",2,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,2,0,0,2,2,1,1,0,1,1,0,1,0,0,1,2,0,0,1,0,0,2,1,0,2,1,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,4,1,1,5,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0
"3.6.4.10",16,4,0,0,0,1,4,1,4,13,4,1,2,3,3,6,8,1,1,11,11,3,5,3,8,1,3,7,0,2,4,0,2,9,1,0,4,4,5,1,0,3,2,2,5,6,1,6,4,6,1,2,7,3,4,4,2,3,1,7,13,4,0,0,6,6,14,9,1,4,3,4,2,1,11,1
"3.6.4.12",213,148,67,66,56,51,99,43,92,299,98,68,100,54,44,118,172,22,37,203,206,124,119,91,114,102,81,104,1,67,77,25,34,168,70,46,75,57,96,80,60,98,82,66,116,107,42,209,169,85,22,71,128,63,80,80,149,122,98,131,257,152,11,0,148,85,232,119,31,128,61,109,110,64,191,51
"3.6.4.13",42,36,11,5,8,8,28,8,27,79,20,24,20,6,11,36,36,10,11,49,60,30,37,12,32,20,14,31,1,14,22,7,8,50,8,12,18,11,29,21,14,32,15,12,35,38,7,61,35,12,8,11,37,21,29,26,41,25,12,21,67,37,3,1,50,18,41,29,11,30,15,36,38,21,47,13
"3.6.5.n1",55,32,12,19,7,11,28,9,19,81,24,15,20,11,12,26,45,5,8,50,52,24,28,15,26,24,20,36,1,13,16,8,7,30,14,18,17,19,17,18,17,27,19,15,27,20,12,35,40,18,7,17,36,15,13,18,32,27,24,37,72,35,3,0,38,14,48,41,9,38,13,25,19,12,44,10
"3.6.5.3",57,46,14,26,14,14,29,13,25,93,25,24,22,16,15,37,48,10,15,55,49,38,38,22,30,38,29,33,0,22,21,17,8,49,24,21,10,22,26,28,13,25,34,24,26,28,18,37,42,26,7,22,41,17,21,27,52,35,33,41,82,42,1,3,39,33,82,35,11,43,14,46,43,12,39,19
"3.6.5.4",43,27,11,7,7,14,25,8,10,64,16,12,18,15,9,19,39,6,9,53,46,20,27,10,22,21,14,18,0,14,16,7,6,21,16,10,11,10,13,16,10,14,11,6,19,17,11,35,38,18,3,9,26,14,14,17,30,24,29,34,60,24,0,0,25,12,57,24,10,28,11,22,20,11,36,10
"3.11.1.1",9,1,0,0,0,2,3,1,0,4,3,2,2,0,0,7,4,0,0,1,4,3,3,1,2,1,1,3,0,1,1,1,4,6,0,0,1,0,3,1,2,2,1,0,3,1,0,4,2,0,0,0,3,1,2,2,4,4,0,3,3,3,1,0,1,4,3,5,1,5,1,0,4,1,4,1
"4.1.1.11",3,3,1,3,1,2,3,0,2,7,0,1,2,1,1,1,2,0,1,4,6,3,3,4,5,1,0,3,0,2,4,0,4,4,2,1,4,1,2,1,0,1,0,1,4,2,2,5,5,0,0,1,7,1,2,3,1,1,2,3,5,7,1,0,1,0,5,3,1,0,2,2,4,3,4,1
"4.1.1.15",7,3,1,1,2,1,0,3,2,4,2,0,0,1,1,7,2,1,0,7,6,9,5,1,6,4,0,2,0,0,1,0,1,7,0,1,2,2,2,0,0,6,1,2,6,3,1,17,4,1,0,0,3,4,1,6,0,1,1,1,7,8,0,1,2,2,3,4,0,0,1,0,4,1,8,0
"4.1.1.18",7,4,1,1,2,1,1,3,2,7,0,0,1,1,2,8,2,0,1,5,11,4,5,4,1,1,1,2,0,0,1,0,2,12,0,1,4,1,1,0,0,5,2,2,1,11,0,6,4,0,2,2,4,0,4,2,0,1,2,2,8,3,0,0,7,2,4,2,1,0,0,1,3,2,7,2
"4.1.1.19",9,3,2,2,6,3,0,0,0,16,0,2,0,2,0,9,2,1,3,9,11,8,9,3,5,5,0,7,0,0,5,0,2,13,0,0,5,1,4,0,3,11,2,3,7,16,3,15,6,0,1,3,7,4,5,4,1,3,2,1,14,8,2,0,6,2,7,3,1,1,0,2,6,4,15,1
"4.1.1.20",15,5,0,1,1,3,6,2,3,9,1,1,1,3,1,7,3,1,1,12,9,5,7,1,3,3,0,6,1,2,2,0,1,8,1,2,1,4,4,4,0,4,2,3,4,4,1,9,8,3,1,2,8,2,5,5,4,8,3,5,8,7,0,0,8,0,14,6,2,1,2,5,4,3,8,2
"4.1.1.21",3,1,1,2,0,0,2,0,1,3,0,1,0,1,0,0,1,0,1,1,3,1,1,1,1,1,0,2,0,0,1,0,0,1,1,0,2,1,0,1,0,0,1,1,0,0,1,0,1,2,1,0,1,0,0,2,0,1,2,3,2,2,0,0,0,1,6,1,0,5,2,2,2,0,5,0
"4.1.1.23",8,3,2,1,1,2,3,2,2,12,2,2,1,2,1,3,4,2,1,10,10,4,4,1,6,1,1,2,0,3,3,1,0,4,0,2,1,2,1,5,3,5,2,2,5,4,1,5,8,1,0,2,6,2,3,3,7,3,4,2,10,4,0,0,3,2,4,2,3,3,5,2,6,3,7,3
"4.1.1.32",3,1,2,0,0,2,4,2,4,10,4,3,1,2,2,1,3,0,0,5,2,0,1,0,0,6,3,3,0,3,0,0,0,3,1,3,0,3,1,3,4,4,3,6,0,3,1,3,1,6,0,1,2,3,2,3,6,1,7,5,4,4,0,0,3,2,6,3,0,5,2,3,0,0,1,0
"4.1.1.35",4,5,2,3,3,4,1,2,0,3,0,0,0,1,3,2,4,0,0,4,5,7,5,1,4,4,0,4,0,0,1,0,0,4,0,3,5,1,5,0,1,7,3,2,5,2,2,9,5,3,0,2,8,0,1,1,0,4,1,2,7,7,2,0,5,4,0,3,1,3,0,0,6,2,12,4
"4.1.1.37",0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,2,2,0,0,2,0,0,0,1,0,3,2,1,2,0,0,2,3,0,0,0,0,1,1,0,0,1,1,0,4,2,0
"4.1.1.48",7,4,1,3,0,3,2,1,5,10,2,4,4,4,1,5,7,0,0,11,1,5,6,5,3,3,5,1,0,1,2,2,2,2,4,0,1,2,2,4,3,4,3,2,2,3,2,5,3,4,1,3,4,1,2,2,7,3,3,6,10,3,0,0,3,5,7,4,1,6,4,4,4,2,6,2
"4.1.1.49",12,13,4,8,5,4,5,3,11,27,6,12,8,7,3,8,11,2,1,16,23,7,9,11,15,8,5,7,0,9,6,3,3,9,11,5,4,4,5,7,4,8,9,4,10,10,3,13,11,3,2,3,15,4,7,8,9,10,9,14,22,6,0,0,16,9,37,11,2,8,7,7,15,3,17,4
"4.1.1.98",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,4,0,5,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"4.1.1.112",0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"4.1.2.4",24,12,7,6,3,5,10,3,7,26,8,9,5,4,5,9,14,3,2,23,13,10,6,4,9,8,8,9,0,4,4,3,3,10,4,2,6,6,6,6,7,4,7,8,6,9,3,13,12,9,1,9,9,0,5,3,15,11,13,19,16,7,1,0,8,10,17,10,0,17,5,9,12,1,9,2
"4.1.2.5",14,6,5,2,5,1,5,2,11,27,11,7,9,5,2,8,15,2,3,11,8,9,8,8,4,7,9,7,0,5,9,6,0,8,7,3,2,4,4,7,3,3,7,4,6,2,4,5,12,9,0,5,9,5,4,5,18,13,10,12,15,9,0,0,12,4,23,12,4,12,6,14,8,2,12,3
"4.1.2.13",36,18,12,13,6,10,24,4,26,48,11,19,16,7,9,15,22,5,4,33,26,17,16,15,17,16,14,16,1,11,10,7,5,12,12,4,10,7,15,18,7,13,16,17,12,17,8,29,25,16,3,18,22,10,15,10,30,28,21,28,35,24,2,0,28,12,40,26,4,28,8,26,17,8,22,7
"4.1.2.14",3,4,1,1,0,0,2,2,1,3,5,1,3,1,0,0,5,0,1,3,2,1,0,3,0,1,3,2,0,1,1,2,0,2,2,1,1,2,1,2,1,0,1,2,0,4,2,6,4,2,0,1,2,1,3,0,3,1,3,3,7,4,0,0,4,1,5,3,0,5,1,6,1,0,4,1
"4.1.2.17",4,1,2,2,2,1,2,1,0,2,4,0,0,1,0,4,5,0,0,0,1,3,5,0,0,1,0,2,0,0,0,0,1,1,0,0,1,3,2,0,1,3,3,0,3,2,0,5,4,2,0,2,1,1,4,2,1,3,3,6,4,1,1,0,5,3,0,4,0,2,0,1,1,1,3,1
