"","train_2786","train_2787","train_2788","train_2789","train_2790","train_2791","train_2792","train_2793","train_2794","train_2797","train_2798","train_2799","train_2800","train_2801","train_2803","train_2804","train_2805","train_2806","train_2807","train_2808","train_2809","train_2810","train_2811","train_2812","train_2813","train_2815","train_2816","train_2817","train_2818","train_2819","train_2824","train_2827","train_2828","train_2829","train_2830","train_2831","train_2832","train_2834","train_2835","train_2836","train_2837","train_2838","train_2839","train_2841","train_2842","train_2845","train_2846","train_2847","train_2848","train_2849","train_2850","train_2851","train_2852","train_2853","train_2854","train_2856","train_2857","train_2858","train_2859","train_2860","train_2861","train_2862","train_2864","train_2865","train_2866","train_2867","train_2868","train_2869","train_2870","train_2871","train_2872","train_2873","train_2874","train_2875","train_2876","train_2877","train_2878","train_2888","train_2890","train_2892","train_2895","train_2917","train_2921","train_2926","train_2927","train_2936","train_2940","train_2943","train_2948","train_2954","train_2957","train_2960","train_2961","train_2963","train_2964","train_2965","train_2967","train_2969","train_2970","train_2971","train_2972"
"Prevotella_sp_CAG_755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_salyersiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnesiella_intestinihominis",0,0,0.03531,0.00352,0,0.98762,0,0,0,0,0,0,0,0.00394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01281,0,0,0,0,0,0,0,0,0,0,0.01144,0,0,0,0,0,0,0,0,0,0.68219,0.17799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_eggerthii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38241,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_590",0,0,0,0.07565,0,0,0,0,0,0,0,0.07189,0.02047,0.00875,0,0,0,0.00247,0,0,0.04429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11127,0.06823,0,0,0,0.02826,0,0,0,0.26808,0,0,0.83286,0,0,0.66456,0,0.79549,2.98584,0.30478,0,0,0,0,4.46768,0.38336,0,0.02969,0,0,0.1148,0.05274,0,0.17269,1.28347,0,0,0,1.04482,0.04216,0,0,0,0,0,0,0.53294,0,0.07418,0,0.28214,1.50395,0,0,0,0,0,0,0.06705,0.25443,0,0
"Ruminococcus_sp_CAG_403",0.07674,0,0,0.00079,0,0,0.01246,0,0,0.00586,0,0.02122,0,0,0.05718,0,0,0,0.05404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42661,0,0,0,0,0,0,0.21689,0,0.28336,0.06979,0,0,0,0,0,0,0.76784,0.01561,0,0,0.10549,0,0,0,0,0,0.02729,0.24956,0.10125,0,0,0,0.4981,0,0,0.07648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62506,0,0,0,0,2.40727,0,0.00768,0,0,0
"Roseburia_sp_CAG_309",0,0,0,0,0,0,0,0,0,0,0,0.00551,0,0,0,0,0,0.01076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08036,0,0,0,0,0,0,0,0,0,0,0,0
"Parasutterella_excrementihominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04355,0.01568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia_sp_CAG_182",0,0.04313,0,0,0.03497,6.16539,0,0.01381,0,0.01855,0,0,0.01104,0,0,0,0.03117,0.0335,0.42611,0,0.3603,0.35864,0,0,0,0,0.16664,0,0.02569,0.00432,0,0,0,0,0,0,0,0,0.3788,0.02304,0.0116,0.01657,0.00328,0.37242,0.02759,0,0,0,0,0,0,0.08635,0,0,0,0,0.05382,0,0,0,0,0.01604,0,0,0,0,0,0,0.18955,0.00589,0.0895,0,0,0,0,0,0,0.64891,0.00324,0.11853,0,0,0,0.02731,0.2483,0.30006,0.36059,0.449,0,0,0,0,0.02311,7.08268,0,0.51019,0.03135,0.07254,0.02668,0,0.20791
"Firmicutes_bacterium_CAG_95",0.00561,0,0.00459,0.00368,0,0.00244,0.00125,0.07744,0.00078,0.0029,0,0.01669,0,0.00062,0.12385,0.03519,0.00446,0.08358,0,0.01813,0.10186,0,0.51675,1.0258,0,0,0,0.34215,0,0.02547,0.02813,0,0,0,0.07682,0,0,0.06212,0,0.21859,0.00145,0,0.00637,0.03018,0.12261,0.04359,0,0,0,0,0,0.00816,0.0454,0,0,0.18445,0.49487,0.0577,0.15901,0,0,0.23037,0,0,0.04191,0.04642,0.70216,0,2.1345,0.40047,0.66708,0,0.06873,2.99722,0,0.0272,0,0,0.23719,0.37629,0,0.65911,0,0,0.07515,0.01439,0,0.02795,0.00425,0,0,0.04667,0,0,0.18472,0,0,0.00939,0.00876,0.0369,0
"Alistipes_indistinctus",0,0,0,0.00447,0,0.00696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894,0.18458,0,0,0,0,0,0.01656,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricimonas_synergistica",0,0,0,0,0,0.00696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_167",0,0,0,0.00129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02126,0,0,0.03112,0,0,0.00264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987,0,0,0,0.04981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077,0,0,0.04447,0.04511,0,0,0.01222,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_vestibularis",0,0.00718,0.00754,0.00198,0.01854,0,0.00637,0,0,0,0.00376,0,0.08082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprobacter_secundus",0,0,0.0027,0,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemella_sanguinis",0.0314,0.01205,0.01111,0.00255,0.0905,0,0.01917,0.03775,0.0214,0.00712,0,0.00936,0.06556,0,0,0.02721,0,0.01011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_leptum",0.00154,0,0.00288,0,0,0.00248,0,0,0.00083,0,0,0.02162,0.00062,0.01032,0,0,0,0.01563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_sp_PC13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proteobacteria_bacterium_CAG_139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_citroniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14201,0,0,0,0,0,0.01199,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoflavonifractor_capillosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methanosphaera_stadtmanae",0.00977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olsenella_scatoligenes",0.02073,0.02977,0.20725,0.08912,0.03854,0.02438,0.00498,0.02724,0.01938,0.04528,0.10696,0.07212,0.03678,0.01388,0.02968,0.00112,0.00939,0.00686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857,0,0,0,0,0,0.01512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_faecis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victivallis_vadensis",0,0,0,0,0,0.00447,0,0.00621,0,0,0,0,0,0.00866,0,0,0,0.1228,0,0,0.76879,0.80198,0,0.30273,0,0,0,0,0,0,0,0,0,0,0.03664,0,0,0.18695,0,0,0.09822,0,0,0.01624,0,0,0.04558,0,0,0,0,0,0.29977,0,0,0,0,0,0,0,0.42078,0,0,0,0,0,0.4066,0,0.11408,0.90658,0,0.00664,0,0,0,0.01424,0.22176,0,0.0371,0.1527,0,0,0,0,0,0.14413,0,0,0,0,0,0,0,0,0,0,0,0.17463,0,0,0
"Phascolarctobacterium_faecium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74918,0,0,0,0,0,0.94263,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_clarus",0,0,0.00139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656,0,0,0,0,0,0,0.01157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_odontolyticus",0.03509,0.01841,0.09657,0.09574,0.01807,0.00766,0.00536,0.02242,0.01635,0.04806,0.02994,0.05175,0.01029,0.00707,0.00582,0.15629,0.00205,0.04721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicimonas_muris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_nordii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01858,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_goldsteinii",0,0,0.00796,0,0,0.00257,0,0,0,0,0,0,0,0,0,0,0,0.0157,0,0,0,0,0,0,1.66601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98627,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_bolteae",0,0,0,0,0,0.00545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09632,0,0,0,0,0,0.00071,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerotruncus_sp_CAG_528",0,0,0,0,0,0,6e-04,0,0,0,0,0,0,2.50011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25186,0.04124,0,0,0,0,0,0,0,0,0,0.10084,0,0,0,0,0,0,0.1877,0,0,0,0,0,0,0,0.03873,0,0,0.0381,0,0,0,0,0,2.38269,0,0,0,0,0,0.79497,0,0.02134,0,0,0.18559,0.14476,0,0.01212,0,0,0.0861,0,0,0,0,0,0,1.49858,0,0,0.97255,0,0,0,0,0,0,0
"Bacteroides_coprocola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_faecis_CAG_32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_parvula",0,0.00173,0.09135,0.08079,0.02088,0,0.01339,0,0.00094,0.04046,0.07105,0.00198,0.01308,0,0.0011,0.01135,0,0,0.01881,0,0,0,0,0,0.56171,0,0,0.6732,0.01371,0,0,0,0.08413,0.14588,0,1.6689,0.03769,0.04644,0,0,0.25885,0.00566,0,0.0098,0.0678,0.08081,0,0,0.18539,0,0,0.16346,0.15033,0.01372,0,0,0,0,0,0,0,0.03829,0,0,0.1871,0.61187,0,0.01507,0,0,0.07797,0.06579,0,0.03302,0,0,0,0.71752,0.05027,0,0,0.09883,0,0.21298,0,0.15068,0.36275,0.29241,0.04268,0,0.15004,0.00826,1.16386,0.19894,0,0.51597,0,0.05184,0,0.25954,0
"Bacteroides_plebeius",0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxalobacter_formigenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_angulatum",0,0,0,0,0,0,0,0,0,0,0,0,0.01099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blastocystis_sp_subtype_1",0,0,0,0,0,0.02068,0,0,0,0,0,0,0.0018,0,0,0.01505,0.0199,0,0,0.02409,0.32058,0,0.10513,0,0.32913,0.24467,0,0.09004,0,0.10279,0,0,0,0,0.0621,0,0,0,0.54594,0.56215,0,0,0,0,0,0.04577,0,0,0,0,0,0.03203,0,0,0,0,0,0,1.10046,0,0,0.13541,0,0,0.06747,0,0.10034,0.04873,0,0.1532,0.04125,0,0,0,0.00476,0.09207,0.01808,0.21363,0.10678,0.73548,0.17425,0,0,0.01809,0,0,0,0.04169,0,0,0,0.00614,0.22865,0,0.03598,0,0,0.0841,0.11782,0,0
"Bacteroides_coprophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_bivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allisonella_histaminiformans",0,0.00365,0,0,0.00372,0,0.00075,0,0,0,0.02123,0,0,0,0.00317,0.02946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04544,0,0,0,0,0,0,0.05488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153,0,0,0.08585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01329,0,0,0,0,0,0,0
"Paraprevotella_clara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sutterella_parvirubra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269,0.01524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02321,0,0,0,0.0039,0,0.02272,0,0,0,0,0,0.00906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01674,0,0,0,0,0.0061,0,0,0,0,0,0,0,0,0,0.02966,0,0,0,0,0,0.00827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86354,0,0,0,0,0,0,0,0,0,0,0,0.68397,0,0,0,0,0,0.05247,0,0,0,0,0.4843,0,0,0,0,0,0,0,0.03872,0,0,0
"Cloacibacillus_porcorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_pectinophilus",0,0,0.04696,0.00316,0,0,0,0.34725,0,0,0,0,0,0,0,0,0,0,0,1.5475,0.00347,0.11359,0,0,0,0.42583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09423,0,0,0.11369,0,0,1.77142,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_448",0,0,0.0179,0.01999,0.0092,0.01405,0,0,0,0.001,0,0.01164,0.00595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_sp_CAG_357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sobrinus",0,0,0,0,0,0,0,0,0,0,0,0,0.00505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidaminococcus_fermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_variicola",0.00512,0.02359,0.44032,0.02352,0.34203,0.0012,0,0.27182,0,0,0,0.03865,0.00098,0.73435,0.02424,0.24912,0.0139,0,0,0,0,0,0,0,0,0,0.08871,0,1.03818,0,0,0,2.80665,0,0,0.90831,0.07098,0.33026,0,0.3713,0.00916,0,0,0,0,0.18845,0,0,0.02259,0,0,0,0.05671,0.03295,0,0,0,0,0,0,0,0.53039,0.80373,1.3505,0,0.02541,0,0.91501,0.32188,0,0,0.34164,0,0,1.01301,0,0.44988,0,0,0,0,0.13104,0,0.08325,0.01973,1.02545,0,0,0.32683,0,0,0,0,0,0,0,0.10041,0,0,0,0
"Bifidobacterium_catenulatum",0,0,0,0,0,0,0,0,0,0,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
