"","train_1198","train_1204","train_1230","train_1308","train_1381","train_1386","train_1388","train_1389","train_1392","train_1393","train_1394","train_1396","train_1397","train_1398","train_1400","train_1401","train_1402","train_1403","train_1405","train_1406","train_1408","train_1409","train_1410","train_1411","train_1412","train_1413","train_1415","train_1416","train_1417","train_1420","train_1421","train_1424","train_1425","train_1426","train_1428","train_1431","train_1433","train_1434","train_1435","train_1436","train_1437","train_1439","train_1441","train_1443","train_1446","train_1448","train_1449","train_1694","train_1696","train_1698","train_1703","train_1707","train_1708","train_1711","train_1712","train_1715","train_1717","train_1719","train_1720","train_1725","train_1728","train_1736","train_1742","train_1744","train_1746","train_1747","train_1748","train_1755","train_1759","train_1761","train_1765","train_1767","train_1768","train_1769","train_1773","train_1774","train_1776","train_1782","train_1783","train_1784","train_1786","train_1790","train_1796","train_1800","train_1803","train_1804","train_1805","train_1813","train_1816","train_1821","train_1828","train_1837","train_1844","train_1854","train_1855","train_1860","train_1861","train_1862","train_1873","train_1874","train_1877","train_1884","train_1890","train_1892","train_1893","train_1894","train_1901","train_1904","train_1905","train_1909","train_1910"
"Bifidobacterium_adolescentis",0.03994,0.04433,0,0,0.30456,0.44745,0.36699,3.56001,0.11085,1.14506,0,0.99152,0.81538,0,0.11255,0,0.16301,0.33787,0.01661,1.91651,0,2.49006,0,0.00696,0.07776,0.33498,0.01604,0.24453,0.02953,0.00627,0,0,1.39371,0.15935,0.16829,0,0.35082,0.07114,0.4869,0,0,2.6468,0.02258,0,0,0,1.08124,0.10869,0.03634,1.83434,0.57168,0.84476,3.14249,2.03648,0.06354,0.25535,0.17025,0.13158,0.81943,0.31747,3.68701,0.11354,2.3169,1.28948,1.00229,1.01344,3.78672,0,0.69057,0.49317,10.10838,0,0.86389,0.32378,0.85839,1.70923,1.0052,0.43789,0,7.42977,0,0,0.96291,0,0,0.26344,1.56033,5.488,0,0.2199,1.51424,0.21957,0.40212,2.31443,4.63355,0.63131,0.02616,1.0472,0,0.68285,0.09381,0.49814,0.54065,1.79287,0,0.51205,0.66611,0,0,0.22472,0
"Lactobacillus_salivarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01558,0,0,0,0,0,0.02186,0,0,0,0,0,0.00439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methanobrevibacter_smithii",0,0.39035,0,0,0,0,0.31109,0,0,0,0,0,0.02217,0,0.29943,0,0.76263,0,0.16272,0.32079,0,0,0.18919,0,0,0.04091,0.03167,0.04219,0,0,0,0,0,0,0.00246,0.04552,0.26061,0,0,0,1.73456,0,0,0,0,0.01512,0.03796,0.04817,0,0,0,0,0,0.04764,0,0,0,0,0.0761,0,0,0,0.05442,0,1.18417,0,0,0,0,0.04628,0,0,0,0,0.07538,0,0,0.78816,0,0,0,0.0538,0.03874,0.06146,0,0,0.01268,0,0,0.03675,0,0,0,0.0139,0,0,0,0,0.0419,0,0,0,0.09947,0.24181,0,0,0,0.11606,0.33019,0.14033,0
"Coprobacter_fastidiosus",0.10604,0.12458,0,0.33879,0,0.30766,0.04375,0.15584,0,0.02134,0.00572,0.00073,0.65058,0,0.01489,0.13474,0,0,0.07351,0.15393,0,0.33886,0.05605,0,0.0226,0,0.2054,0.02651,1.06143,1.11792,0.53485,0.43056,0,0,0,0.24451,0.00179,0,0.24419,0,0,0,0,0.67339,0,0.00355,0,0.00521,0,0.01852,0,0.04383,0.00167,0.04739,0,0.35075,0.01182,0,0.02495,0.01946,0,0,0,0.26655,1.01044,0.00099,0.16118,0,0,0,0.02978,0,0,0,0.18753,0,0,0,0.23829,0.30189,0.04627,0,0.02406,1.14296,0.04528,0.06901,0.08344,0,0,0.02137,0,0.0107,0.04459,0.15966,0.01325,0.0981,0,0.11347,1.16354,0,0,0,0.38821,0.12486,0,0.0437,0.11277,0.88003,0.04816,0.18985,0
"Bifidobacterium_scardovii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_anginosus_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908,0,0,0,0,0,0,0,0,0,0.03041,0,0,0,0,0,0,0,0,0,0,0.02799,0,0,0,0,0,0,0,0.28488,0,0.00251,0,0,0,0.0438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00509,0,0,0,0.02891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_longum",0.00327,0.09728,0.00427,0.1882,0.53294,0.04996,0.47589,0.27651,0.00601,0.35942,0,0.06219,1.50628,0,0.01344,0.10348,0.02038,0.11816,0,0.38127,0,0.27288,0.17309,0.01544,0.02829,1.00442,0,0.43144,0.06613,0.04301,0,0,0.69059,0.01007,0,0,0.13606,0.10759,0.10274,0,0,0.8955,0,0,0.3565,0,0.06602,0.01388,0.06544,0.3716,0.18995,0.8254,1.30157,0.6235,0.02762,0.15092,0.08077,0.30221,0.0664,0.07792,7.29039,0.35239,0.17927,0.37875,0,0.61928,0.08851,0,0.18201,0.86603,0.89716,0,1.06654,0.03242,0,0.70402,0.03017,0.58194,0.27822,0.20933,0,0,0.09464,0.15924,0.02096,0.06594,0.99076,1.17665,0,0,0.45454,0.06746,0.02637,1.71671,0.97679,0.07976,0.11972,0.45813,0.66487,0.21732,0.01407,0.27853,0,0.23611,0.1534,0.38604,0.33712,0.49561,0,0.1716,0.184
"Lactobacillus_paragasseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01932,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.00321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_gasseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01639,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parascardovia_denticolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_oris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_gastricus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_mutans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_crispatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_mucosae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_delbrueckii",0,0,0,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01068,0,0,0,0,0,0,0,0,0,0,0,0,0.00163,0,0,0,0,0,0,0,0,0,0,0,0,0.00102,0,0,0,0,0,0,0,0,0,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069,0,0,0,0,0,0
"Enterococcus_faecium",0,0.00993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_oris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385,0,0,0,0.03099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_fermentum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01151,0,0,0,0,0,0.09236,0,0,0,0,0,0,0,0,0.0955,0,0,0,0,0,0,0,0,0,0,0.00653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694,0,0,0.01255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sanguibacteroides_justesenii",0,0.03086,0,0,0,0,0.05305,0,0,0.04016,0.08933,0,0.08192,0,0.16225,0.00868,0.02993,0,0,0.00796,0,0,0,0,0,0,0.04153,0.05921,0,0,0,0.00693,0,0,0,0,0,0,0.09661,0,0.01367,0,0,0,0,0.02768,0,0,0,0.0103,0,0,0,0,0,0,0,0,0,0.02579,0,0,0,0.05443,0.18072,0,0,0,0,0.05591,0,0,0,0,0,0,0,0.14172,0.07946,0,0,0,0,0.07776,0,0.0316,0,0,0,0.07306,0,0,0,0,0,0,0,0,0,0,0,0,0.13178,0.0506,0,0,0.00223,0,0,0,0
"Prevotella_sp_CAG_755",0,0.01789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13174,0,0,0,0,0,0,0,0,0,0,2.23655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_salyersiae",0.41896,0.00832,0,0,0,0,0,0,0.00232,0,0,0.0327,0,0,0,0.49511,0.03525,0,0,0,0,0.26471,0,0,0.01706,0,0,0,0,0,0,0,0,0.1323,0,0,0,0,0,0,1.31679,0.17656,0.03832,0,0,0,0,0,0,0.51726,0.22299,0,0,0,0,0,0.2533,0,0.19338,1.91042,0,0,0,0,0.63798,0,0.08195,0,0,0,0,0,0,0,0,0.31655,0,0.08174,0,0,1.02273,1.2838,0,1.71024,0.32738,0,0,0,0,0,0,0.63665,0.0821,0,0.05525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03757,1.08043,0
"Barnesiella_intestinihominis",0.16112,0.25518,2.4271,0.24413,0.93752,2.00123,0.96174,4.86136,0.12463,1.91601,0.79429,0.46834,0,1.39867,2.17838,1.87285,1.58746,3.13664,0.86731,0,6.30899,0.25424,2.58348,0.23858,0.28902,4.83477,2.0186,1.12849,2.26577,1.24626,2.00395,1.82313,0,0,0.1597,1.7049,1.40523,0.54199,2.68834,0,0,0.79181,3.80593,1.881,0,0.26317,0,1.05774,2.63192,3.74514,1.98757,3.31278,0.67654,0,0.22756,0.7374,0.62321,2.19982,0.58981,6.05536,0,2.01345,1.89181,6.65138,0.27783,0.26021,0.9537,0,0,0.90278,0.1386,0,6.46368,0.31083,2.9226,4.65826,0,1.77048,0.63562,0,2.33358,2.26066,0,2.68835,0.11165,1.38208,0.82846,0.26675,0,1.72097,0,0.14805,3.60023,8.65864,1.36968,0.4516,0,0.57122,0,0.33369,2.00011,1.4475,0.63077,0.80721,0,2.63488,1.571,0,1.01006,1.77657,0
"Bacteroides_eggerthii",2.79143,0.20105,12.28937,14.7813,0,0,0,0,0,12.55793,0,0,0,0,0.02843,0,3.89348,0,0,0,0,8.62898,0,0,0.54962,4.47577,0.2884,0.45538,6.77121,0.34562,9.14912,1.93092,0,0,0.01713,0,0.03888,0,0,0.04525,0,0,0.29204,0,0,0.72984,0,0,1.21277,0.06996,0.86397,0,0,0,0,2.05603,3.43135,0,0,0,0,8.25547,9.80581,0.35129,1.15191,1.37309,0,0,0,0.88733,0,0,0,0.02921,0,0,0,0,0,0,0,0,0,8.24951,2.99871,0.43268,0,0,5.49961,0.05614,0,0.09463,0,0.07201,0,0,0,1.04249,0,0,0,0,0,3.09686,0,6.2769,0,0,0.05709,0.16251,0.32726
"Clostridium_sp_CAG_590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77443,0,0,0,0.08404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20345,0,0,0,0,0,0,0,0,0,0,0,0.03043,0,0,0,0,0,0,0,0,0,0,0.21723,0,0,0,0,0,0,0,0.16555,0,0,0,0,0,0,0,0,0,0,0,0,0.28568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10485,0,0.01835,0,0,0,0,0,0,0,0,0,0,0,0.5722,0,0,0.40414,0.62371,0,0,0,0,0,0,0,0.05958,0,0.00665,0,0,0,0,0,0,0,0
"Roseburia_sp_CAG_309",0,0.02242,0,0,0,0,0.02609,0,0,0,0.02872,0,0.00495,0,0.00458,0,0.07221,0.01601,0,0,0,0,0.04089,0,0,0,0,0,0.00511,0,0.01802,0,0.06934,0,0,0.03764,0,0,0,0,0.03047,0.02938,0,0,0,0.02392,0,0.08791,0,0.031,0.00292,0,0,0,0,0.07521,0,0,0.04593,0,0.06837,0,0.07714,0,0,0,0,0,0,0,0,0,0.03426,0,0.00639,0,0.9602,0.13411,0,0.07981,0,0.03614,0.05605,0.07086,0.00072,0.00218,0.1642,0.0116,0,0.01899,0.0273,0.01849,0,0,0,0.01131,0,0,0,0,0,0.11806,0.01524,0.11528,0,0,0.03621,0.06803,0.00492,0.11817,0.01068
"Parasutterella_excrementihominis",0.13432,0.04454,2.34089,0.66963,0.29863,0.02687,0.10172,0.01357,0.12156,0.23643,0.22403,0.12054,0.07734,0,0.03138,0.01997,0.03158,0,0.88986,0.04047,0,0.08127,0.42254,0,0.04028,0,0.09196,0,0.8408,0.04324,0.03545,0,0.36516,0.00116,0,1.19881,0.0072,0.12788,0.04386,0,0.06229,0.85835,0.17119,0.13899,0,0.00361,0,0.04319,0,0,0,0.74656,0.0773,0,1.14586,0.0613,0.11109,0,0.00042,0.02904,0,0,0,0.05869,0.03152,0.03101,0.0875,0,0.10664,0.04726,0.01901,0.0955,1.89219,0,0.30293,0.00924,0,0.07906,0.01788,0.07198,0.08034,1.00861,0.01684,0.00831,2.22161,0,0.00406,3.10483,0,0.05602,0.16625,0.05609,1.60435,0,0.03143,0.00327,1.81625,0.0818,0.75687,0,0.11856,0.0051,0.10263,0.02915,0,0.02491,0.12259,0,0.0077,0.04879,0
"Roseburia_sp_CAG_182",0,0.02868,0,0,0,0,0,0,0.02534,0,0,0,0.00709,0,0.04367,0,0.06954,0.36001,0,0.43686,0,0,0.232,0,0,0,0.02198,0,0,0.02284,0,0,0,0,0,0.74918,0.04098,0,0.76901,0.12349,0,0,0,0,0,0.11674,0,0.10109,0,0,1.87509,0,0.0855,0,0,0.00845,0,0,0,0,0,0,0,0.21414,0.1957,0,0,0,0.01375,0,0,0.031,0,0,0,0,0.42673,0,0,0,0,0.15542,1.15443,0.22093,0.28848,0,0.22085,0,0.90213,1.09406,1.6603,0,0,0.8337,0,0.58294,0.21593,0,0,0,0.04389,0,0.1676,0.54757,0,0,0,0,0.07205,0.39276,0
"Firmicutes_bacterium_CAG_95",0,8e-04,0,0,0,0,0,0,0,0,0.00143,0.00331,0,0,0.08818,0,0.00864,0.01503,0.23456,0.00533,0,0,0,0,0.08275,0,0.79134,0,0,0.0713,0.18745,0,0,1.45049,0,0.00684,0.00059,0,0.06729,0,0.26931,0,0.11392,0,0,0.06247,0.02347,0,0.03795,0.15098,0.03985,0,0,0,0,0.04217,0,0,0.04016,0,0,0,0.00401,0.41562,0.06925,0.00165,0,0.0242,0,0.28248,0,2.6693,0,0,0.04566,0.00516,0.16107,0,0.1914,0.00193,0,0.01174,0.19019,0.62087,0,0.01459,0.0265,0.00816,0,0.18821,0.0112,0.11648,0.00154,0.00603,0,0.36399,0,0,0,0,0.4274,0.01851,0.53526,0.06993,0,0.00432,0,1.44339,0.14128,0,0.01505
"Alistipes_indistinctus",0.01589,0,0,0,0,0.09856,0.56115,0.04098,0.08196,0.50164,0,0.17563,0.28288,0,0.12634,0.21298,0.01797,0,0.06093,0.1701,0,0.02979,0.01086,0.00788,0.35181,0.0051,0.11841,3.55245,0,0.02321,0.01115,0.00351,0,2.15104,0,0.0037,0.00198,0.07392,0.01543,0,0,0,0.12331,0.21835,0,0.05384,0,0.00496,0,0.13714,0.0187,0,0.00722,0.03423,0.00484,0.01066,0.26529,0.12627,0.03777,0.42927,0,0,0.5195,0.03185,0.43617,0.11548,1.05593,0,0,0.15854,0,1.49666,0.13692,0,0,0.06838,0,0.03539,0.05275,0.00599,0.00568,0.03219,0,0.04567,0,0.0364,0.42562,0.03195,0,0.03452,0,0.06315,0,0,0.00128,0,0,0.04297,0,0,0,0.47232,0,0.00346,0,0,0,0,0.01862,0.06862,0
"Butyricimonas_synergistica",0.00162,0.01859,0.0099,0,0,0.02719,0.04768,0.31334,0.08708,0.30628,0,0.99367,0.22565,0,0.07042,0.03137,0.20453,0,0.01599,0.00901,0.11951,0,0.01541,0.0088,0.02113,0.12387,1.05844,0.97514,0,0.00098,0.07596,0.22158,0.1848,0,0.01968,0.06741,0.00826,0.02755,0.02959,0.00191,0,0.46718,0.15841,0.11625,0,0.02924,0,0.12851,0,0.02551,0,0,0.00574,0,0.06005,0,0,0.04941,0,0.06599,0,0.00486,0,0,0.13474,1.0666,0,0,0,0.01256,0,0,0,0,0.02612,0.01601,0,0,0.04543,0.07653,0.07251,0.05607,0,0.01202,0.01685,0.07056,0,0,0,0.00193,0,0.00694,0,0.12444,0,0,0,0.15371,0.00223,0.00534,0,0.00551,0,0,0.02145,0.14779,0,0,0.05721,0.01546,0
"Clostridium_sp_CAG_167",0,0.06299,0.04718,0,0,0,0,0,0,0.00244,0.51061,0.0373,0,0,0.0828,0,0.96549,0.2306,0,0,0.38514,0,0.55553,0,0.05773,0,0.31757,0,0.8533,0.29622,0,0,0,0,0,0.54269,0,0,0,0,0,0,0,0,0,0.10682,0,0,0.41565,0,0.36023,1.30226,0.03091,0,0.00781,0.32248,0,0,0.03013,0.55678,0,0.01658,0,0,0,0.35453,0,0,0,0.26272,0.00281,0.19628,0.10091,0,0.11498,0.14781,0,0,0,0.46419,0,0,0.33411,0,0.96979,0.0264,0.2004,0,0,0.04111,0,0.08962,0.18128,0.03519,0,0,0,0,0.03089,0,1.29387,0,0.07821,0.2672,0,0,0.77997,0.04929,0.24231,0,0.02276
"Streptococcus_vestibularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1356,0.07277,0,0,0,0,0.00872,0,0,0,0.35869,0,0,0,0,0.12448,0,0,0,0,0,0,0.00756,0,0,0,0,0,0,0,0,0,0,0.05149,0,0,0,0,0.01919,0.00554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04225,0,0,0.01261,0,0,0,0,0.01182,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprobacter_secundus",0.28149,0,0,0,0.0316,0.05521,0.27793,0,0,0.10547,0,0.00061,0,0.22258,0.00389,0.23981,0,0,0,0.13889,0,0,0.03279,0,0.05462,0,0.24381,0,0,0,0.04848,0.04799,0,0,0.00552,0.03597,0,0,0,0,0.02945,0.07104,0.08751,0,0,0.02437,0,0,0,0.0819,0.06719,0,0,0,0,0.07278,0,0,0,0,0,0,0,0.06841,0.30788,0.02006,0.01655,0,0,0,0,0,0,0,0.00423,0.00606,0.05878,0,0.10629,0,0.0617,0,0,0.1376,0,0.05172,0,0.26132,0,0.02896,0,0,0,0,0.1449,0,0,0,0,0,0,0,0.09619,0.02787,0,0,0.03535,0,0,0.00647,0
"Gemella_sanguinis",0,0,0,0,0,0.01176,0,0.01462,0,0,0,0,0,0,0,0,0,0,0,0.01428,0,0,0,0,0,0,0,0,0.01354,0,0,0,0,0,0,0,0.00893,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01146,0,0,0,0,0,0,0.00908,0,0,0,0,0,0,0,0.00801,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_leptum",0,0,0.00839,0.03358,0.00978,0.09729,0,0,0,0.01273,0,0,0.0226,0,0,0.00894,0,0,0.05831,0.02388,0.0067,0,0.05251,0,0.02361,0.29692,0,0.03168,0.00408,0,0,0,0.07692,0,0.00263,0,0.00792,0,0.01518,0,0,0,0,0.00189,0.00919,0,0,0,0,0,0,0.02672,0.01236,0.01932,0.02623,0.00057,0.00384,0.00498,0,0.01987,0.0357,0.00643,0.05852,0.01107,0,0.30859,0.04799,0.00294,0,0,0,0,0.0271,0,0,0,0,5.21503,0.07016,0.02453,0,0,0,0.00635,0,0,0.00051,1.4952,0.26109,0,0.03643,0.09554,0.00048,0,0.00047,0,0,0,0.01268,0,0.00237,0.00601,0,0.03813,0,0.00533,0,0.00383,0,0.00289,0.00407
"Oscillibacter_sp_PC13",0,0,0,0,0,0,0,0,0,0,0,0,0.01882,0,0,0,0,0.00075,0,0,0.00282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592,0,0,0,0,0,0,0,0,0,0.00298,0,0,0,0,0,0,0.01709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111,0,0,0.00179,0.00354,0,0.00429,0.00324,0,0,0,0,0,0,0,0,0,0.00309,0,0,0,0,0,0,0,0,0.0086,0
"Proteobacteria_bacterium_CAG_139",0.01046,0.00183,0.18568,0.99395,1.49673,0,0.02096,0,0.00382,0.01247,0.03854,0,0,0,0,0,0,0,0.05323,0,0,0,0.02307,0,0,0,0.00847,0,0.05246,0,0,0,0.0144,0,0,0.10195,0,0.0064,0,0,0.00081,0.08169,0.47423,1.36204,0,0,0,0,0,0,0,0.15126,0.00564,0,0.07069,0,0.00258,0,0,0,0,0,0,0,0.00318,0,0,0,1.30867,0.01274,0,0.75568,0.1351,0,0.01076,0,0,0,0,0,0.99203,0.06134,0,0,0.2146,0,0,0.19357,0,0.06144,0.00404,0,0.10307,0,0,0,3.20419,0.0029,2.08419,0,0.00702,0,0.01968,0,0,0,0,0,0,0,0
"Clostridium_citroniae",0.00264,0,0.01447,0.19117,0.03059,0,0,0.03238,0,0,0,0,0,0.01075,0,0.00876,0,0,0,0,0.02297,0,0.00683,0,0,0,0.02001,0,0.02965,0.02492,0.00594,0.03177,0.01828,0.02335,0,0,0,0,0,0,0.00529,0.02923,0,0.06975,0.03744,0,0,0,0,0.00679,0,0.00422,0,0,0.0158,0,0.00901,0.00057,0,0,0.02815,0,0,0.01867,0,0,0,0.02692,0.00947,0,0,0.00392,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0.00593,0,0,0.00646,0,0,0.01123,0.05087,0,0,0,0,0,0,0,0.08436,0.04235,0,0,0,0,0
"Pseudoflavonifractor_capillosus",0,0,0,0,0,0,0,0,0,0.00111,0,0,0,0,0,0,0,0,0.01044,0,0.016,0,0.02392,0,0,0,0,0,0,0,0,0,0.01001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634,0,0,0,0,0.01679,0.00096,0,0,0.04669,0,0.01647,0.00429,0,0,0,0.00494,0,0,0,0,0.03223,0,0,0.01815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01029,0,0.01739,0,0,0,0.01184,0.00806,0,0,0,0.00087,0
"Methanosphaera_stadtmanae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
