"","train_2667","train_2668","train_2669","train_2670","train_2671","train_2672","train_2673","train_2674","train_2675","train_2676","train_2677","train_2678","train_2679","train_2680","train_2681","train_2682","train_2683","train_2684","train_2685","train_2686","train_2687","train_2688","train_2689","train_2690","train_2691","train_2692","train_2693","train_2694","train_2695","train_2696","train_2697","train_2698","train_2699","train_2700","train_2701","train_2702","train_2703","train_2704","train_2705","train_2706","train_2707","train_2708","train_2709","train_2710","train_2711","train_2712","train_2713","train_2714","train_2715","train_2716","train_2717","train_2718","train_2719","train_2720","train_2721","train_2722","train_2723","train_2724","train_2725","train_2726","train_2727","train_2728","train_2729","train_2730","train_2731","train_2732","train_2733","train_2734","train_2735","train_2736","train_2737","train_2738","train_2739","train_2740","train_2741","train_2742","train_2743","train_2744","train_2745","train_2746","train_2747","train_2748","train_2749","train_2750","train_2751","train_2752","train_2753","train_2754","train_2755","train_2756","train_2757","train_2758","train_2759","train_2760","train_2761","train_2762","train_2763","train_2764","train_2765","train_2766","train_2767","train_2768","train_2769","train_2770","train_2771","train_2772","train_2773","train_2774","train_2775","train_2776","train_2777","train_2778","train_2779","train_2780","train_2781","train_2782","train_2783","train_2784"
"Firmicutes_bacterium_CAG_170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01721,0,0,0,0,0,0,0,0,0,0,0,0.4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_adolescentis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05565,0,0,0,0,0,0.02002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894,0,0.0056799999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9555,0,0,0,0,0,0.0013,0,0,0,0
"Lactobacillus_salivarius",0,0,0.00064,0,0,0.734,0,0.13079,0.01755,0.08745,0.1955,0.18817,0.00273,0,2.00999,0,1.60434,0.0292699999999999,0,1.41389,0.35337,0,0.56436,0,0,0,0.12149,0,0,0.06526,0,0.45283,0.70535,0.11144,5.76778,0.01474,0.15351,0.07933,1.06494,9.81868,0.00159,0,2.84822,0.20628,27.08214,0.02606,0.02698,0.23605,1.75706,0.01729,0.0080299999999999,0.08671,0,0.01043,0.04639,2.5032,0.00075,0.06035,0.0011099999999999,4.47441,0.0033,0.12901,0.0449699999999999,0.01854,0.66625,0,0,0,0.0115,0.0593799999999999,0.0062,1.45759,0.02769,0.53212,0.8513,0.375,0.0108,0.00875,0.00866,0.1523,0,5.93378,2.20109,0.00133,0.0070799999999999,0,0.25397,10.26132,0,0.21561,0.00288,0.00928,0,0,0.0064,0.0147599999999999,0.13273,0,17.76822,0.60039,0,5.16312,0.00271,0,0,0,4.22287,0.53497,0,0.21038,0,0,0,0,0,1.62791,0.00195,0
"Methanobrevibacter_smithii",0,0,0,0,0,0,0.03929,0,0.06477,0,0,0,0,0,0,0,0,0.21902,0,0,0,0,0,0,0,0,0,0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36661,0,0,0,0,0,0,0,0,0,0,0,0.24974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprobacter_fastidiosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02822,0.0012699999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12019,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0.11593,0,0.01741,0,0,0,0.05017,0,0,0,0,0,0,0,0,0.0006799999999999,0,0.00011,0,0,0,0,0,2.11381,0.00015,0.04688,0,0,0.00296,0.36181,0,0.00195,0,0,0,0,0,0.16468,0,0,9e-05,0,0,0,0.03353,0,0,0,0,0,0,0,0.0050799999999999,0,0,0,0,0.03822,0,0,0.09936,0,0,0,0
"Bifidobacterium_scardovii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_anginosus_group",0.00688,0,0,0,0,0.03578,0,0.00217,0,0.0093,0.21219,0.67575,0.00687,0.51582,0.24495,0.01163,0.01193,0.02489,0.01043,0,0.18818,0,0.02064,0.15647,0,0,0.04912,0,0.00465,0.00113,0,0.08058,0.01677,0.00794,0,0,0.00571,0.08937,0.59048,0.01725,0,0.01325,0.01611,0.0794,0.36238,0.00674,0.03445,0.02906,1.16205,0.15635,0,0.00664,0.17076,0,0.00122,0.04435,1.30178,0.00754,0.62416,0.13367,0.47683,0.0112,0,0.0048,0.48874,0.0040799999999999,0,0.00442,0,0.0372399999999999,1.625,0.01473,0.24011,0.21668,0.348,0.29713,0.04357,0.20357,0.00282,0.14022,0.12788,0.90226,0.16242,0.02454,0.69996,0,0,0.0578399999999999,0.74809,0.0568799999999999,0,0.00171,1.51553,0,0.00683,0.00101,0.0344,0.05887,2.15317,0.49768,0.0493899999999999,0.0810299999999999,0.0071099999999999,0.02366,0,0,0.08816,0.06988,0,0,0,0,0.19278,0,0,0.07753,0.0505199999999999,0.00094
"Bifidobacterium_longum",0,0.0282399999999999,0,0,0,0,0.00201,0.0069999999999999,0.0002399999999999,0,0.02191,0.24589,0,0,0,0.042,0.13666,0.15573,0.0072,0,0.0018899999999999,0.03386,0.01423,0.0132199999999999,0.27098,0,0.01018,1.24462,0,0,0.07015,0.03517,0,0.0045899999999999,0.61954,0.11647,0.24623,0.0309,0.01,0.00855,0.07668,0,0.03781,1.28181,0,0,0.10843,0.07109,0,0.00782,0.27763,0.14401,0,0.0067599999999999,0.04299,0,0,6e-04,2.51463,0.00123,0.6322,0.27495,0,0.01418,0,0.3284,0,0.0944,0,0.00458,1.95488,2.04178,0,0.2029,1.9619,0.00114,1.26304,0.28572,0.00014,0,0,0.01345,0.00514,1.0062,0,0,0.09157,0,0,0,0,0,0,0.01017,0.00035,0,0,0,6.73868,0.00934,0,0.17094,0,0.06817,0,3.03044,0.25627,0.3885,0,0.0084099999999999,0,0.80649,0,0,0.19259,0,0,0
"Lactobacillus_paragasseri",0,0,0,0,0,0,0,0.00123,0,0,0,0,0,0,0,0,0.00264,0,0,0.02647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335,0.43089,0,0,0,0,1.50667,0,0,0.02601,0,0,0,0,0.08909,0,0,0.03787,0,0,0,0.31356,0,0,0,0,0,0,0,0,0,0,0.01379,0,0,0.00787,0.03211,0.09841,0,0,0,0.00897,0,0.55655,0.03753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03259,0,0,0,0,0.0078599999999999,0,0,0,0,0.01534,0.00187,0.2862,0,0,0,0,0,0,0,0,0
"Lactobacillus_gasseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30431,0,0,0,0,0,0,0.00214,0,0,0,0,0,0,0,0,0,0,0,0.00271,0,0,0,0.0090099999999999,0,0.03185,0,0,0.0052,0,0,0,0,0.0327,0,0,0,0,0,0,0.03487,0,0,0,0,0,0,0,0,0,0.00084,0,0,0,0,0,0.01278,0,0,0,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02559,0,0,0,0,0,0,0.05697,0,0,0,0,0,0,0,0,0
"Parascardovia_denticolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_oris",0,0,0,0.00164,0,0,0,0,0,0,0.00049,0,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,0,0.0035399999999999,0,0,0,0,0,0,0,0.00722,0,0,0,0,0.00767,0,0,0.00101,0,0.01019,0,0,0,0,0,0,0,0.01983,0,0,0,0,0,0.04093,0,0,0,0,0,0,0,0,0,0,0,0.0002399999999999,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0.00081,0,0,0,0.00339,0,0,0,0.00132,0,0,0,0,0,0.01404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_gastricus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_mutans",0,0,0,0,0,0.0338,0,0,0,0,0,0,0,0,0.01166,0,0,0,0,0,0,0,0.00398,0.02985,0,0,0.17857,0,0,0.01159,0,0.06887,0.00998,0,0.01312,0,0.00316,0.00744,0.03657,0.0013599999999999,0,0,0.06992,0.0096099999999999,0.40715,0,0,0.0053,0,0,0,0,0.06358,0,0,0.00039,0,0,0.23025,0.01585,0.0045299999999999,0,0,0,0,0,0,0.00162,0.00662,0.00206,0.01971,0.01061,0.02148,0,0.24601,0.15323,0,0,0,0.00203,0.03528,0.00511,0.01604,0.05721,0.00856,0,0,0.07252,0,0.02677,0,0,0,0,0,0,0.02318,0,0.03565,0,0,0,0,0,0.01403,0,0,0.00067,0.01709,0,0,0,0,0,0,0.27058,0,0
"Lactobacillus_crispatus",0,0,0,0,0,0,0,0,0,0,0.02445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24393,0,0,0,0,0,0.00747,0.00262,0,0,0.04784,0.06156,0.04142,0,0,0.04061,0.005,0,0,0,0,0,0,0,0,0,0,0.27458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14689,0,0,0,0,0.0011099999999999,0,0.33366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804,0,0,0,0,0,0,0,0,0,0,0.0319,0.04348,0,0,0,0,0,0,0.01247,0,0
"Lactobacillus_mucosae",7.34706,0,4e-05,0,0,1.4322,0,0.00591,0.01162,0.0938399999999999,0,0.01627,0,0,0.06344,0,0.22808,0.06604,0,0.59167,0.03863,0,0,0,0,0.12033,1.01784,0,0,0.03733,0,0.52797,0.07311,0,0.01708,0,0.02022,0.07266,0.43531,0.06857,0,0,3.14053,0.01179,1.2955,0.00016,0.01764,0.0052899999999999,0.02862,0,0,0.00684,6.86308,0,0.01373,1.13913,0.0004599999999999,0.16067,3.89263,1.23625,0.00022,0,0.00563,0,0.322,0,0,0,0.01035,0.00196,0.22213,0,0,0.14994,0.59556,0.00591,0,0,0,1.56908,0,0.94481,0.46189,0.00179,3.19548,0,0,0,0,0.06405,0,0,0,0,0.00637,0,0.00427,0,4.63374,0.06026,0,0.41631,0,0.00799,0,0,0.35959,0.03715,0,0,0,0,0,0,0,0.53382,0,0
"Lactobacillus_delbrueckii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827799999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01334,0,0,0,0.00029,0,0,0.07375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03542,0,0,0,0,0.02713,0,0,0,0,0,0,0,0,0,0.02203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234699999999999,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_faecium",0,0,0,0,0,0,0,0,0,0,0,0,0,0.03475,0,0.06426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00455,0,0,0,0,0,0.13081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06932,0
"Lactobacillus_oris",0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0,0,0,0.18437,0,0,0.01208,0,0,0,0,0,0,0.0016,0,0,0.0032,0,0,0.02623,0,0,0,0,0,0.03408,0.03366,0,0,0.01857,0,0.10124,0,0,0,0,0,0,0,0,0,0,0.00193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345,0,0,0.01025,0.05322,0,0,0,0.00327,0,0.08977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01492,0,0,0,0,0.04151,0,0,0,0,0,0,0.01624,0,0,0,0,0,0,0.00407,0,0
"Lactobacillus_fermentum",0.0321399999999999,0,0,0,0,0.0667799999999999,0,0.00995,0.0173,0,0.00885,0,0,0,0.01591,0,0.03611,0,0,0.28342,0,0,0.00919,0,0,0,0.00537,0,0,0.0069299999999999,0,0,0,0,1.29442,0,0,0,0.00953,0.8536,0,0,0.09296,0.06913,1.58791,0,0,0.01816,0,0,0,0,0,0,0,0,0,0,1.80293,0.02778,0,0.00904,0,0,0.00278,0,0,0.00153,0,0,0,0,0,0,0.02278,0.07035,0,0,0,0,0,0.42325,0,0.02061,3.38145,0,0,0.42354,0,0.06566,0,0,0,0,0,0,0,0,0.76234,0,0,0,0,0,0,0,0.08137,0.0033299999999999,0.0080299999999999,0.00509,0,0,0,0,0,0.0126299999999999,0,0
"Sanguibacteroides_justesenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_salyersiae",0,0.09061,0,0,0.06314,2.07177,0.00283,0.99825,0,0,0,0,0,0,0.98873,0.00122,0,0,0.00632,0,0,0,1.47521,0,0.62796,0.29227,0.0026,0.07354,0,0,0,0,0,0,0,1e-04,0.0031899999999999,0,9e-04,0.00218,1.89082,0,0,0,0.00805,0,0.002,0.23091,0,1.88735,0,0,0.00117,0.7918,0,0.00765,0,0,0,0.01431,0,0.00056,0,0,0,0,0,0,0.30105,0,0,0,0.44344,0.40396,0.09086,0,1e-04,0.7823,0.00045,0,0,0.01137,0,0.05159,0.00036,1.1747,0.00089,0,1.37569,0,0.29299,5e-05,0.00449,0.30426,0.0036899999999999,1.43608,0,0,0.00549,0,0,0.10447,0,0,0,0,0,0,0.01209,1.44681,0,0,0.00783,0,0,0,2.84185,0.01167
"Barnesiella_intestinihominis",0,0.09779,0.0599,0,0.44909,0,0.55561,0,0.0025,0,0,0.00293,0.49874,0,0,0,0,0,0,0,0.00373,0.00326,0.0795299999999999,0.00206,0.00767,0,0,2.08496,4.90033,0,0.00128,0.0144699999999999,6.61747,0,0,0.52478,0,0.81023,0.34772,0.00064,0,0.02178,0,0.00066,0,0.00411,7e-05,0.47442,0,0,0,0,0,0.51342,0.00391,0.0096,0,0,0,0.36599,0,0,0,0,0,0,0,0.00058,0.60975,0,0,0,0,0,0,0,0,0,0.08471,1.90022,0.22965,0.16679,0.07313,0.00927,0.00251,3.91221,0,0,0,0,0.88348,0,0,0.46384,0,0.00411,0,2.43401,0,0,0,0,0,0,0,0.05799,0,1.41849,0,0,0.00112,0.01093,0,0,0.03489,0.00117,0,0
"Bacteroides_eggerthii",1.53756,0,0,0,0.01039,0,0.00912,7e-04,0,0,0,0,0,0,0,0.00955,0,0,0.0070799999999999,0,0,0,0.0139199999999999,0.00416,0.00035,0.00154,0.00018,0,0,0,0,0,0,0.6408,0.00548,0,0.0141599999999999,0,5.86451,0.02826,0.01992,0,0.00275,4.85905,0,0.01031,0,0.1329,0.0096,0,0,0,0,0.0889,0.00086,0.0105799999999999,0,0,0,0.16366,0.00025,0,0.00049,0,0.00279,0,0.00171,0.12382,0.65044,0,0,0.01036,0,0,0,0,0,0,0,0,0,0.04752,0.0030399999999999,0.02514,0.00502,0,0,0,0.0364899999999999,0.00018,1.20236,0,0.02533,0.32622,0,0.04696,0.13824,2.73302,0,0,0,0.0751,0,0,0,0.45405,0,0.03395,0.01053,0,0.00563,0.0055899999999999,0,0,0.00298,0,0.00511,0.00355
"Clostridium_sp_CAG_590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_403",0,0,0,0,0,0,0.00811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia_sp_CAG_309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parasutterella_excrementihominis",0.02608,0.79091,0.43184,0,0,0.05368,0.00433,0,0,0,0,0.16826,0,0,0,0.10499,0.04004,0,0.00137,0.07914,0.03591,0.18048,0.81091,0.07943,3.61782,0.03513,0,0,0.73354,0,0.01111,0,0,0,0,0.04765,0.1969,0.65486,0.16362,0,0.74495,0.06878,0.47247,0,0,0,0,1.05959,0.00341,0.0079099999999999,0.14928,0,0,0,0.00056,0.0505899999999999,0,0,0.18863,0.26318,0,0,0.0015,0,0.01833,0,0.01459,0.07408,0.70572,0.13669,0.00093,0,0.27508,1.40984,0.06799,0,0.01694,0.31245,0,0,0.12008,0.32573,0,0,2.32375,0.17759,0.00236,0,0,2.57364,0.68473,0,0.10745,1.95012,0,0,0,0.0097,0,0,0,0,0,0.00421,0,0,0,0,0,0.0564299999999999,0,0,0,0,0.06816,0,0,0
"Roseburia_sp_CAG_182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_95",0,0,0.39974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0,0,0,0.05867,0,0,0,0,0,0,0.00424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03235,0,0.0479399999999999,0,0,0,0,0,0.00474,0,0,0,0.20424,0,0,0,0,0,0,0,0,0,0,0,0,0.00709,0.00312,0,0,0,0.2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01918,0,0,0,0.47977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_indistinctus",0,0,0.05894,0,0.08376,0,0.05961,0.00777,0.0131,0,0.0156,0,0,0,0,0,0,0.07071,0.00014,0,0,0,0,0,0,0,0,0.02474,0,0,0,0,0,0,0,0,0.00424,0,0,0,0,0,0.02578,0,0,0,0,0.0168,0,0,0,0,0,0.0289999999999999,0,0,0,0,0,0.00501,0,0,0,0.02396,0,0,0,0.01012,0.0003399999999999,0,0.01798,0,0,0.0749799999999999,0,0,0,0,0,0.0640299999999999,0.0003799999999999,0,0,0,0,0.00377,0,0,0,0,0.00966,0,0,0.07912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08484,0.01164,0.00374,0,0.0461699999999999,0,0,0,0,0
"Butyricimonas_synergistica",0,0,0.00905,0,0,0,0.00727,0.10992,0.06415,0,0.02238,0,0,0,0,0,0,0,0.00385,0,0,0,0.0150599999999999,0,0,0,0,0.09637,5e-05,0,0,0,0,0,0,0,0.05622,0.14385,0,0,0.44439,0,0,0.00064,0,0,0,0.0611,0,0,0,0,0,0.0505199999999999,0,0,0,0,0,0.09132,0,0,0,0,0,0,0,0.00431,0.0360199999999999,0,0.00245,0,0,0,0,0,0,0,0,0,0,0.12927,0.12097,0,0,0.00144,0,0,0,0,0.03077,0,0,0.00206,0,0,0,0.05968,0,0,0,0,0,0,0,0,0,0.9835,0,0.02189,0,0,0,0,0,0,0,0.00056
"Clostridium_sp_CAG_167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_vestibularis",0.02125,0,0,0,0,0.08183,0,0.0016,0,0,0.17328,0.01474,0.19816,0,0,0.0009699999999999,0.04709,0,0.00471,0.00494,0.0165,0,0.01534,0.11991,0,0,0.00141,0,0,0.00263,0,0.0660299999999999,0.03985,0,0,0,0,0.14053,0,0.00446,0,0.00655,0.08709,0.05885,0.14908,0,0.03101,0,0.30229,0.11626,0,0,0.01556,0.00233,0.00099,0.4056,0.42192,0.0101599999999999,3.28126,0.00765,0.06991,0.01929,0,0.01231,0.15509,0.10692,0,0.00977,0,0.00981,2.2174,0.13096,0.22843,1.63744,0,0.37909,0.0609899999999999,0.02292,0,0.00642,0.06971,0.52731,0.0612,0.00749,0.00181,0,0.13265,0.03286,0.03846,0.0045,0,0.0015,0.24437,0,0.00535,0,0,0,0.45243,0.72107,0.05895,2.18424,0,0,0.34042,0,0.49902,0,0,0.00929,0,0,0,0.00232,0,0.50939,0.00374,0
"Coprobacter_secundus",0,0,0.03268,0,0.0274899999999999,0.03374,0,0,0.00382,0.01061,0,0,0,0,0,0,0,0.07486,0,0,0,0,0,0,0,0,0,0.2271,0,0,0,0,0,0,0,0.0246699999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02642,0,0,0,0,0.00317,0,0,0,0,0,0.0119,0.01049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295,0,0,0,0,0,0,0,0,0,0.16371,0,0,0,0,0,0,0,0,0.02026,0
"Gemella_sanguinis",0,0,0,0,0,0,0,0,0.00405,0,0.01871,0.0052899999999999,0.16325,0.01316,0.00555,0,0,0,0,0,0,0,0,0.00129,0,0.00138,0.01177,0,0,0,0,0,0,0,0,0,0,0.01344,0.01855,0.06081,0,0,0.00266,0,0,0,0.04613,0,0.01109,0,0,0,0.01989,0,0,0.0045,0,0,0,0.01245,0.04407,0,0.00131,0,0.0043,0,0,0,0,0,0.02348,0.0103,0.00451,0.03832,0,0,0.02795,0.0138599999999999,0.00355,0.01243,0.00296,0,0,0.0034,0,0,0.00181,0,0.00428,0.00241,0,0.00059,0.00896,0,0,0,0,0,0.1011,0,0,0,0,0,0.07576,0,0,0,0,0,0,0,0,0,0,0,0.07355,0
"Clostridium_leptum",0,0.0114,0.0051,0,0,0,0.0003399999999999,0,0,0,0,0,0,0,0.01157,0,0,0,0,0,0,0,0,0.00121,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter_sp_PC13",0,0,0,0,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proteobacteria_bacterium_CAG_139",0.32732,0.04235,0.02736,0,0,0.005,0,0,0,0,0,1.01115,0,0,0,0.90016,0.23051,0.00339,0.00744,0.86643,0.21553,0.96713,0.06041,0.00912,0.90629,0.52556,0,0,0.05522,0,0,0,0,0,0,0.63296,0.0141699999999999,0.05296,0.0117299999999999,0,0.16099,0.85754,0.03026,0,0,0,0,0.06446,0,0,2.20163,0,0,0,0,0.00325,0,0,0.01017,0.03031,0,0,0.0033299999999999,0,0,0,0.02748,0.77764,0.05094,1.97461,0.01976,0,0.01586,0.37787,0.00619,0,0.10822,0.10651,0,0.00196,1.50887,0.51731,0,0.00499,0.15489,0.01145,0,0,0,2.70777,0.05232,0,1.07123,0.13665,0,0.00089,0.0033799999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.87468,0,0,0,0,0.01292,0,0,0
