"","train_1190","train_1196","train_1207","train_1213","train_1214","train_1215","train_1216","train_1217","train_1219","train_1221","train_1222","train_1225","train_1231","train_1232","train_1233","train_1235","train_1236","train_1238","train_1239","train_1240","train_1242","train_1244","train_1250","train_1254","train_1255","train_1256","train_1259","train_1262","train_1264","train_1265","train_1268","train_1269","train_1270","train_1272","train_1273","train_1275","train_1283","train_1288","train_1290","train_1293","train_1295","train_1299","train_1301","train_1302","train_1304","train_1307","train_1309","train_1313","train_1314","train_1316","train_1327","train_1330","train_1459","train_1464","train_1465","train_1467","train_1469","train_1471","train_1476","train_1509","train_1526","train_1541","train_1552","train_1557","train_1574","train_1585","train_1593","train_1601","train_1618","train_1624","train_1625","train_1631","train_1633","train_1634","train_1636","train_1642","train_1660","train_1670","train_1678","train_1690","train_1695","train_1704","train_1706","train_1735","train_1737","train_1757","train_1758","train_1762","train_1781","train_1785","train_1788","train_1806","train_1811","train_1817","train_1818","train_1819","train_1820","train_1841","train_1849","train_1852","train_1865","train_1866","train_1867","train_1879","train_1886","train_1887"
"Clostridium_citroniae",0.0106,0.028,0.0491,0,0.00671,0,0,0,0.00643,0,0,0,0,0.01463,0,0,0.00294,0,0,0.01974,0,0,0,0.10448,0,0,0.02363,0.01538,0.0043,0.01573,0.04505,0,0,0,0.01701,0.00802,0,0.0423,0,0.01579,0,0.01199,0,0,0,0.0059,0.12724,0.00333,0.00682,0,0,0,0,0,0,0.0165,0,0,0,0,0.04584,0.00902,0.00881,0,0.04421,0.01585,0.01769,0,0.00427,0.01434,0.01061,0.018,0,0,0.00316,0,0.00953,0,0.01642,0,0,0,0,0,0.01145,0,0,0,0.00704,0,0.02657,0,0,0,0,0,0.00828,0,0,0,0,0,0.02522,0,0,0
"Pseudoflavonifractor_capillosus",0,0.00912,0,0,0.00185,0,0,0,0,0,0,0.01418,0,0,0.00188,0,0.00935,0,0.00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02813,0.01349,0,0.00836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0,0.01092,0.00663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00375,0.01018,0,0,0,0,0,0,0,0,0,0
"Methanosphaera_stadtmanae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olsenella_scatoligenes",0,0,0,0,0,0,0,0.00234,0,0,0,0,0,0,0.01575,0.00922,0,0,0,0,0,0,0,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203,0,0.00183,0,0,0.01449,0.00216,0,0,0,0,0,0,0,0.01261,0,0,0.00217,0,0,0,0,0,0,0,0,0,0,0.00526,0,0,0.03615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183,0,0,0,0,0,0.12542,0,0,0,0,0.0083,0.00678,0,0,0,0,0
"Bacteroides_faecis",0,0,0,0.96211,1.35274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13069,0,0,0,0,0.79551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32506,0,0,0,0,0.10054,0,0,1.44705,0.89617,0,0.39145,0.04133,0,0.02133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69741,3.21868,0,0,0,0,0,5.44414,0.0111,0,0,0.29068,0,0,0,1.02248,0,0,0,0,0,0.01073,0
"Victivallis_vadensis",0,0.02705,0,0.00684,0,0,0,0.00539,0,0,0,0.12967,0,0,0,0,0,0.13722,0,0.00215,0,0,0,0,0.08608,0,0,0.00826,0,0,0,0.06945,0,0,0,0,0.04479,0,0,0,0,0,0,0,0,0,0,0,0.09937,0.02592,0,0,0,0.05851,0.00642,0,0.01076,0.00363,0,0.00629,0,0,0,0.00067,0,0,0,0.00998,0,0,0.00232,0,0,0,0,0.33058,0,0,0.00763,0,0.07742,0.00732,0.02583,0,0,0,0.03016,0,0,0,0,0.24202,0,0,0.03144,0,0,0.06511,0,0,0.01836,0,0,0,0.47858,0
"Phascolarctobacterium_faecium",0.02249,0,0,0.00105,0,0,0,0,0,0,0.00392,0,0,0,0.49497,0,0,0.15393,0,0.4744,0,0.0046,0,0,0,0,0,0,0,0,0.38343,0,0,2.62334,1.10308,0.00533,0,0,0,0,0,0.29273,0,0,0,0,0,0,0,0,0.00864,0,0,0,0,0.53755,0,0,0,0,0,1.2451,0.40251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07176,0,0,0,0,0,0,0,0.01023,0,0.48039,0,0.49371,0,0,0,0.63214,0,0,0,0,1.27535,0.45714,0,0
"Bacteroides_clarus",0,0,0,0,0.03268,0.08098,0.74599,0.48444,0,0,0,0,0,0,0,0.02672,0,0,6.42823,1.43443,0,0,0,0,0,0,0,0.61127,0,0,0,0,0,0,0.11526,0.28078,0,0,0,0.58144,0.61013,0,0.13094,0.03977,0,0,0,0,0,0,0,0.18163,0,0.26282,0.06148,2.08035,0,0,0,0,0,0,0,0,0,0,0,0.14661,0.44048,0,0,0,0,0.56551,0,0,0,0,0.84245,0,0,0,0,0,0,0,0,0,0,0,0,0.04991,0,0,0,0,0.73351,0.78539,0,0,0,0,0.67519,0.15102,0.23007,0
"Actinomyces_odontolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicimonas_muris",0.03786,0,0.00696,0,0,0,0,0,0.07499,0.00326,0.05213,0,0,0,0,0.03208,0.06803,0.17013,0,0.06055,0,0.14589,0,0.06773,0.13958,0.05917,0.07347,0,0.13709,0.0032,0.04938,0.12963,0,0,0.00763,0,0.20117,0,0,0,0.06577,0.02284,0,0.00375,0,0,0,0.09122,0.18758,0.06995,0.00295,0,0.07712,0.12094,0,0.05331,0,0,0.03731,0.01136,0,0.05337,0.04064,0,0.03424,0.05485,0.05523,0.02736,0,0,0.01602,0,0.02669,0.0074,0.12045,0.11009,0.08761,0,0,0,0,0,0.01381,0,0.00202,0,0,0,0.09625,0,0,0,0,0,0.00352,0,0,0.02708,0,0,0,0.01564,0,0.01626,0,0.00713
"Bacteroides_nordii",0,0,0,0,0,0,0.00999,0.01856,0,0,0,0,0,0,0.01297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274,0,0.00056,0,0,0,0,0,0,0,0,0,0,0.01234,0,0,0,0,0,0,0,0,0,0.00282,0,0,0.00087,0,0,0,0.00833,0,0,0,0,0.0031,0,0,0,0,0.00332,0,0,0,0,0,0,0,0,0,0,0.00542,0,0,0,0,0.00936,0,0,0,0,0,0,0,0.01323,0,0,0,0,0,0,0.00614,0,0,0,0,0,0
"Parabacteroides_goldsteinii",0,0,0.15066,0,0.24779,0,0,0.09956,0,0,0,0,0,0.04517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832,0,0,0,0,0,0.01206,0,0,0.23509,0,0.18435,0.09863,0,0,0,0.01523,0,0,0,0,0.20117,0.11604,0,0.07421,0.00698,0,0,0.00813,0,0.23887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02434,0,0,0,0.03596,0,0,0,0.03116,0,1.5441,0,0,0,0,0,0,0,0,0.31543,0.01603,0,0,0,0,0,0,0,0,0,0.65137,0,0
"Clostridium_bolteae",0,0.03314,0.05584,0,0.01282,0,0,0.01488,0,0,0,0,0,0.00749,0,0,0,0,0.08016,0.08464,0,0.01388,0,0.06024,0,0,0.0148,0,0,0.02332,0.28261,0,0,0.3442,0.00657,0.01568,0.0117,0.02584,0.00864,0.07859,0,0.04578,0,0,0,0,0.20888,0.14911,0.01475,0,0,0,0.06272,0,0,0.00493,0,0,0.00171,0,0.02635,0.01975,0,0,0.02609,0,0.00548,0.00585,0,0.00807,0.02742,0.01063,0,0.0445,0,0,0.0026,0,0.00148,0,0.0124,0,0,0,0,0,0,0,0.02134,0,0.01013,0,0,0,0,0.00286,0.00977,0.00404,0,0,0,0,0.02132,0.02917,0,0
"Anaerotruncus_sp_CAG_528",13.5516,0,0,0,0,0,0,0,0,0,0,0,0,0.10944,0,0,0,0,0,0,0,0,0,0.17051,0,0,0,0,4.00857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38004,0,0.19379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03456,0,0,0,0,0,0,0,0,0,0,0,0,3.65797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_coprocola",0,0,0,0,0,0,0,0,0,0,3.88266,0,0,0,0,0,0,0,0,0,0.62834,0,0,0,0,0,0,0.90487,0,0,0,3.82111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60209,0,0,0,0,0,0,2.63073,0,0.03964,0,0,0,1.6859,0.03489,0,0,0,0,0,0,0,0,0,0,0,3.85936,0,0,0,0,0,0,0,1.17536,0,0,0,0,0,0,0,0,5.28026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_faecis_CAG_32",0,0,0,1.11918,0.11945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207,0,0,0.82519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0
"Veillonella_parvula",0.10344,0.00905,0.49657,0,0,0,0.02586,0,0.064,0,0,0,0.06579,0,0.05344,0.16967,0,0.03967,0.09358,0,0,0,0,0.5597,0,0,0,0.03007,0,0,0,0,0.00553,0,0.02702,0,0.01015,0.33956,0,0,0.00426,0,0.01653,1.21711,0,0.09532,0.01957,0.08934,0,0.16055,0,0,0,0,0,0,0,0,0,0,1.43718,0,0,0,0.00433,0.02299,0.06212,0.08918,0,0,0,0.1959,0.03698,0,0,0,0,0.12913,0,0,0,0,0,0,0,0,0,0,0,0.00462,0,0,0.00446,0.89752,0,0.69689,0,0.05877,0.09869,0,0,0,0.00118,1.62382,0,0.4662
"Bacteroides_plebeius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64305,0,0.00541,0,0,1.99739,0,0,0,0,0,0.00503,0.0029,0,0,0,0,6.6251,0,0,1.22309,0,0,0.56449,0,0,0,0,0.59094,0,0,0,0,0,0.0882,0,1.92833,1.62085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59615,6.40167,0,0,0.46443,0,0,21.39487,0,0,0.09455,0,0,0,0,0,0,0,1.89363,0,0,33.82885,0.84111,0,0
"Oxalobacter_formigenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04344,0,0,0,0,0,0,0.00309
"Bifidobacterium_angulatum",0,0,0,0,0,0,0,0,0,0,0,0.48118,0.15224,0,0,0.01261,0.05952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41835,0,0,0,0,0
"Blastocystis_sp_subtype_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17005,0,0,0,0,0
"Bacteroides_coprophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95986,0,0,0,0,0,0,0.42897,0,0,0,0,0,0,0,0,1.64371,0,0,0,0,0,0.37319,0,0,0,0,0,0,0,0.62469,0,0,0,0,0,0.27029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40163
"Prevotella_bivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01858,0.00332,0,0,0,0,0,0,0,0,0,0,0.00191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allisonella_histaminiformans",0,0,0.00157,0.0023,0,0.03382,0,0,0,0,0.03694,0,0.0051,0,0,0,0,0,0,0,0,0.06772,0,0,0,0,0,0,0,0.17742,0,0,0,0,0,0.00997,0,0,0,0.01825,0,0,0.02772,0,0.01672,0,0,0,0.00797,0.01176,0,0,0,0,0,0,0,0.00242,0,0,0,0,0,0,0,0,0,0.21476,0,0,0.01624,0,0,0,0,0,0,0.19777,0.01853,0,0.01763,0,0,0,0,0,0.01852,0,0,0,0,0,0,0.002,0.02715,0,0,0.00264,0.00137,0,0.04861,0,0.00598,0,0,0
"Paraprevotella_clara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0.00066,0,0,0,0,0,0.02619,0,0,0,0,0,0,0.00105,0,0,0,0.02346,0.00071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06293,0.00494,0,0,0,0,0,0,0,0,0,0.02347,0,0,0,0,0,0,0,0.02841,0,0,0,0,0,0,0,0,0
"Sutterella_parvirubra",0,0.00385,0.15314,0.00598,0.0096,0.09797,0,0.06752,0,0.00338,0,0.02009,0.1137,0,0.00237,0.00167,0,0,0.00161,0.23575,0.00309,0,0.00379,0,0,0,0,0,0,0.11889,0.00655,0,0,0,0,0.06821,0,0,0.24044,0.01913,0,0.09887,0.02274,0,0,0.00479,0,0,0,0,0,0,0,0,0,0,0.03133,0,0.11068,0.03781,0.55917,0,0,0.09362,0,0,0,0.39141,0.18132,0.00193,0,0,0,0.04817,0,0,0,0,0.04347,0,0.00273,0.03209,0,0.06749,0,0.05175,0.04295,0,0,0,0.41593,0.08139,0.04916,0,0.03928,0,0.12621,0,0.04467,0.20696,0.01964,0.00234,0,0.00334,0,0.06844
"Firmicutes_bacterium_CAG_555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus_porcorum",0,0,0,0,0,0,0,0.01155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09211,0,0,0,0,0,0,0,0,0.02021,0.01398,0,0.01042,0.03913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_pectinophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08023,0,0,0,0,0
"Actinomyces_sp_oral_taxon_448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_sp_CAG_357",0,0,0,0,0,0,0,0,0,8.13269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36069,0,0,1.89268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.061,0,0.00242,0,0,0,0,0,4.33098,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6459,0,0,0,0,0,0,0,1.14612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sobrinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidaminococcus_fermentans",0,0,0,0,0,1.24969,0,0.92605,0,0,0,0,0,0,0,0,0,0,0.00855,18.26297,1.15708,0,0,0,0,0,0,0,0,0,0.45518,0,0,0,0,2.20823,0,0,0,0,0,0.61588,0,0.4685,0,2.81144,0,0,0,0.09419,0,0,0,0,0.10819,0,0,0.06328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99404,0,0,0,0,0
"Klebsiella_variicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17037,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_catenulatum",0,0,0.15231,0,0,0,0,0,0,0,0,0,0.3362,5.61718,0.59485,0.01986,0.02225,0.04476,0,1.32233,0.03346,0,0.00836,0,0,0.01121,0.0966,0.03681,0.01093,0,0,0,0,0,0,0,0,0,0.55017,0.00365,0,0,0,0,0,0,0,1.52802,0,0,0,0,0.02829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506,0,0,0,0,0.16934,0,0,0,0,0,0,0,0,0,0.01999,0,0.00902,0,0,0,0.097,0,0.00393,0.05454,0,0,0.00523,0,0,0.35757,0,0,0,0.00656,0,0,0,0,0
"Streptococcus_gordonii",0,0,0.01331,0,0,0,0,0,0.03602,0,0,0,0.01249,0,0,0.00674,0,0.00842,0,0.00674,0,0,0,0.01219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323,0,0,0,0,0,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05159,0,0,0,0,0,0.00717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_faecalis",0,0,0,0,0,0,0.00117,0,0,0,0,0,0,0,0,0.28452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_pseudocatenulatum",0,0.43704,1.14073,0,0,0.36316,0.03852,0,2.61635,0.5173,0.04948,0,0.09786,0,0,0.04364,0,0,0,0.07512,0,0,0.00626,0,0,0,0.39017,0.00357,0.05141,0,0,0.14654,0,0,0.02037,0.00186,0,0,0.37304,0.00899,0,0,0,0,0,0,0,0.05311,0,0,0,0.01974,0.78216,0,0,0,0,0,0,0,0.02329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157,0,0,0,0,0,0,0,0,0,0,0,0,0.37364,0.00404,0,0,0,0,0,0,0.00655,0,0,0,0,0
"Prevotella_sp_CAG_1185",0,0,0,0,0.15907,0.06929,0,0.01203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04608,0,0,0,0,0,0,0.19475,0,0,0,0,0,0,0,0,0,0,0.00289,0,0,0.0183,0,0,0,0,0,0,0,0.00863,0,0,0.00659,0,0,0.07284,0,0,38.01887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12764,0,0,0,0,0,0,0,0.03136,0,0,0,0,0,0,0,0,0,0,0,18.48129,0.01757,0
"Prevotella_sp_CAG_5226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68666,1.70638,0,0,0,0,0,0,0,2.78319,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78176,0,0,0,0,0
"Parabacteroides_sp_CAG_409",0,0,0,0,0,0.70671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8059,0,0.7356,0,0,0,0,0,0,0,0,0.44157,0,0,0,0,0,0,0,0,0.67099,0.0809,0.09791,0,0,0.11261,0,0,0.00849,0,0,0,0,0,0,0,0.11035,2.57622,0,0,0,0,0,0,0,0,0,0,0,0,0.79962,0,0,0.72818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_145",0.07506,0.04145,0,0,0,0,0,0,0,0,0,0,0,0.07125,0,0.00343,0,0,0.05981,0.02102,0,0,0,0,0.00293,0,0.01751,0,0,0.11719,0.00258,0,0,0,0,0,0,0,0,0,0.02651,0.02991,0,0,0,0,0,0,0,0,0,0,0,0.01011,0,0.00849,0,0,0,0,0,0.03259,0,0,0.075,0.00529,0,0,0,0,0,0,0,0.15522,0.09622,0.00604,0.0126,0,0,0.01089,0.39545,0,0.0147,0.0174,0,0,0,0,0,0,0,0.17404,0.00997,0,0,0,0.00962,0.02426,0,0,0,0.00646,0,0,0.01683,0
"Pseudoflavonifractor_sp_An184",0.00765,0,0,0,0,0,0.04914,0,0,0,0,0,0,0,0,0.02713,0,0,0.46507,0,0,0,0,0.00764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08017,0,0,0,0,0,0.12322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443,0,0.00578,0.00151,0.00348,0,0,0,0,0,0,0,0,0,0,0,0.00102,0.19839,0,0,0.012,0,0,0.09845,0,0,0.13384,0,0,0,0,0,0,0,0
"Roseburia_sp_CAG_303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16013,0,0,0,0,0
"Streptococcus_lutetiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricicoccus_pullicaecorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Absiella_dolichum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_dolichum_CAG_375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
